1.25 0.05	 0.0723096	 0.0129273
1.75 0.05	 0.0122888	 0.0022219
2.25 0.05	 0.00261155	 0.00048204
2.75 0.05	 0.000730267	 0.00013774
3.25 0.05	 0.000233385	 4.49155e-05
3.75 0.05	 6.74315e-05	 1.33201e-05
4.25 0.05	 2.90989e-05	 5.91195e-06
4.75 0.05	 1.30036e-05	 2.73274e-06
5.25 0.05	 4.58174e-06	 1.11642e-06
5.75 0.05	 2.36452e-06	 5.66389e-07

