0.65	4.03815	0.0734493
0.75	3.59467	0.0677417
0.85	2.99393	0.0583156
0.95	2.54798	0.0518765
1.05	2.17161	0.045817
1.15	1.83394	0.0406212
1.25	1.41649	0.0328139
1.35	1.17843	0.0290305
1.45	0.893364	0.0231584
1.55	0.737342	0.0204413
1.65	0.542712	0.0160834
1.75	0.395346	0.01267
1.85	0.325265	0.011304
1.95	0.2278	0.0087406
2.1	0.158917	0.00399482
2.3	0.0946891	0.0029285
2.5	0.0514786	0.00204575
2.7	0.0318331	0.00159035
2.9	0.0161905	0.00111962
3.25	0.00712583	0.000458899
3.75	0.00219485	0.000260058
4.25	0.00094413	0.000175734
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
