0.65	3.45907	0.0638485
0.75	2.99764	0.0575374
0.85	2.506	0.0497221
0.95	2.17147	0.0449307
1.05	1.76268	0.0381145
1.15	1.4788	0.033644
1.25	1.18015	0.0279912
1.35	0.969442	0.0245512
1.45	0.743056	0.0198213
1.55	0.61129	0.0174878
1.65	0.435029	0.013483
1.75	0.327991	0.0109397
1.85	0.255452	0.00942768
1.95	0.192974	0.00770396
2.1	0.129776	0.00346207
2.3	0.075883	0.00252425
2.5	0.0428179	0.00180791
2.7	0.0248758	0.00136194
2.9	0.0144169	0.0010291
3.25	0.00557012	0.00039484
3.75	0.00190275	0.000234758
4.25	0.000630396	0.00013957
