0 169.994 0.551859 409.377 806.227 0.0917626 4.87411e-05 0.21403 0.000147719 0.232316 0.000171321 0.243536 0.000188473 0.261077 0.000217166 0.288729 0.000264999 0.327005 0.000344067 0.369359 0.000437025 0.406201 0.000523819 0.433119 0.000600391 
1 169.95 0.551822 409.327 805.998 0.0917637 4.5198e-05 0.214035 0.000147798 0.232323 0.000171394 0.24354 0.000188663 0.261078 0.000217496 0.288725 0.000266827 0.326995 0.000342783 0.369344 0.000437013 0.406182 0.000527983 0.433098 0.000600163 
2 169.86 0.551749 408.923 805.143 0.091765 4.49e-05 0.214044 0.000136316 0.232347 0.000171429 0.243559 0.000188696 0.261083 0.000217507 0.288711 0.00026681 0.326963 0.000342706 0.369301 0.000436893 0.406137 0.000527887 0.433054 0.000600141 
3 169.725 0.55164 408.022 803.356 0.0917648 4.52513e-05 0.21406 0.000147835 0.232369 0.000171461 0.24357 0.000188708 0.261078 0.000217489 0.288687 0.000266779 0.32692 0.000342583 0.369246 0.000436763 0.406076 0.000527588 0.432991 0.000599322 
4 169.546 0.551494 407.155 801.408 0.0917658 4.49287e-05 0.214083 0.000147869 0.232405 0.000171515 0.243592 0.00018874 0.261078 0.000217487 0.288657 0.000266724 0.326859 0.000341696 0.369164 0.000436589 0.405988 0.000527482 0.432902 0.000599674 
5 169.322 0.551311 405.964 798.757 0.0917661 4.49905e-05 0.214107 0.000147904 0.232444 0.000171569 0.243619 0.000188785 0.261083 0.000217489 0.288629 0.000266672 0.326792 0.000342332 0.369068 0.000436365 0.405881 0.000527246 0.432792 0.00059885 
6 169.053 0.551092 404.421 795.527 0.0917637 4.46223e-05 0.214136 0.000147948 0.232492 0.000167289 0.243645 0.000188819 0.261078 0.000217477 0.288583 0.000266578 0.326704 0.00034217 0.368952 0.000436091 0.405754 0.000526101 0.432661 0.000599085 
7 168.739 0.550835 401.558 790.227 0.091767 4.32622e-05 0.21416 0.000147985 0.232542 0.000171713 0.243677 0.000188863 0.261077 0.000218089 0.288539 0.000266495 0.326613 0.000341955 0.368829 0.00043578 0.405615 0.000526478 0.432514 0.000593809 
8 168.381 0.550542 398.279 784.06 0.0917685 4.55775e-05 0.214188 0.00014803 0.232607 0.000171807 0.243727 0.000188947 0.261091 0.0002335 0.288496 0.000266406 0.326505 0.000341733 0.368674 0.000435408 0.405442 0.000526153 0.432337 0.000598264 
9 167.977 0.550211 395.187 778.214 0.0917721 4.53026e-05 0.214221 0.000148081 0.232676 0.00017191 0.243781 0.000189024 0.261108 0.000217513 0.288453 0.000266333 0.326391 0.000341497 0.368507 0.000435035 0.405252 0.000525644 0.432139 0.000597647 
10 167.529 0.549843 392.558 772.998 0.091776 4.39012e-05 0.214261 0.000148141 0.232749 0.000172016 0.243828 0.000189095 0.26111 0.000215872 0.288392 0.000266209 0.326262 0.000293872 0.368329 0.000434618 0.40505 0.000525149 0.431927 0.000597273 
11 167.036 0.549437 389.427 766.705 0.091778 4.37784e-05 0.214307 0.000148212 0.232831 0.000172138 0.243877 0.000195638 0.261104 0.000217504 0.288314 0.000266054 0.326108 0.000340892 0.368121 0.000434127 0.40482 0.000524531 0.431687 0.000590901 
12 166.499 0.548993 385.494 758.889 0.0917773 4.39904e-05 0.214348 0.000148275 0.232907 0.000172248 0.243923 0.000189226 0.261097 0.000217498 0.288233 0.000265919 0.325943 0.000340566 0.367895 0.000433576 0.404565 0.000523814 0.43142 0.00059566 
