0.65	4.80177	0.08578
0.75	4.26387	0.0789713
0.85	3.57086	0.0682637
0.95	3.07159	0.0612616
1.05	2.55419	0.0529302
1.15	2.18872	0.0474803
1.25	1.72316	0.0388821
1.35	1.43796	0.034426
1.45	1.08824	0.0273196
1.55	0.878946	0.0236458
1.65	0.655119	0.0187038
1.75	0.502499	0.015224
1.85	0.406448	0.0133685
1.95	0.282775	0.0102193
2.1	0.190344	0.00452887
2.3	0.108137	0.00321123
2.5	0.0615992	0.00229562
2.7	0.0340845	0.00167818
2.9	0.0215069	0.00132076
3.25	0.00824068	0.000502722
3.75	0.00269043	0.000292485
4.25	0.00120199	0.000202972
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
