0 169.996 0.55186 458.032 498.253 0.214714 0.000148651 0.255088 2.87935e-05 0.35027 3.6241e-05
1 169.966 0.551836 457.957 498.169 0.21472 0.000136395 0.25509 2.88228e-05 0.350258 3.35787e-05
2 169.905 0.551786 456.919 497.117 0.214723 0.000148765 0.2551 2.88234e-05 0.350237 3.16701e-05
3 169.814 0.551712 456.233 496.34 0.214736 0.000148783 0.255103 2.88209e-05 0.350202 3.27995e-05
4 169.692 0.551613 455.038 495.031 0.214747 0.000148801 0.255121 2.88211e-05 0.35016 3.34208e-05
5 169.54 0.551489 453.582 493.429 0.214762 0.000148824 0.255134 2.62153e-05 0.35011 3.36643e-05
6 169.358 0.55134 452.178 491.88 0.214783 0.000147963 0.25515 2.68327e-05 0.350042 3.36504e-05
7 169.145 0.551167 450.236 489.746 0.214809 0.000135163 0.255168 2.88149e-05 0.349959 3.63376e-05
8 168.901 0.550968 449.083 488.383 0.214839 0.000148944 0.255189 2.6742e-05 0.349875 3.64124e-05
9 168.628 0.550744 447.251 486.322 0.21487 0.000148991 0.255222 2.88118e-05 0.349783 3.6292e-05
10 168.323 0.550494 443.787 482.671 0.214897 0.000149035 0.255258 2.8811e-05 0.349674 3.63584e-05
11 167.988 0.55022 440.195 478.89 0.214929 0.000132752 0.255296 2.88095e-05 0.349554 3.62322e-05
12 167.622 0.549919 436.603 474.971 0.214963 0.000149141 0.255341 2.8809e-05 0.349422 3.61965e-05
13 167.226 0.549593 433.24 471.407 0.215006 0.000134156 0.255376 2.88043e-05 0.349268 2.87332e-05
14 166.799 0.549241 430.875 468.449 0.215061 0.000135715 0.255404 2.64404e-05 0.349127 3.61236e-05
15 166.341 0.548863 426.036 463.419 0.215104 0.000149361 0.255461 2.87359e-05 0.348949 3.33906e-05
16 165.853 0.548459 421.583 458.665 0.215147 0.000139851 0.255514 2.87036e-05 0.348775 2.90342e-05
17 165.333 0.548028 418.375 455.081 0.215199 0.000137559 0.255561 2.61265e-05 0.34859 2.93928e-05
18 164.783 0.54757 413.873 450.117 0.215257 0.000149599 0.255595 2.87818e-05 0.348393 3.29799e-05
19 164.201 0.547086 408.778 444.603 0.215314 0.000149691 0.255641 2.87204e-05 0.348162 2.83889e-05
20 163.589 0.546573 403.314 438.836 0.215362 0.000149768 0.255703 2.86861e-05 0.347947 3.59147e-05
21 162.945 0.546034 399.05 434.145 0.215427 0.00014987 0.255736 2.86956e-05 0.347721 3.58586e-05
22 162.27 0.545466 393.857 428.413 0.215491 0.000149968 0.255764 2.87006e-05 0.347469 2.82072e-05
23 161.564 0.54487 389.388 423.479 0.215559 0.000135968 0.2558 2.86876e-05 0.347216 3.57359e-05
24 160.826 0.544246 382.749 416.53 0.215614 0.000140624 0.255842 2.87329e-05 0.34695 2.8119e-05
25 160.057 0.543592 377.153 410.485 0.21568 0.000150268 0.255871 2.87187e-05 0.346655 3.55991e-05
26 159.256 0.542909 372.457 405.277 0.215747 0.000147536 0.255894 2.87044e-05 0.34637 2.82782e-05
27 158.423 0.542197 365.176 397.665 0.215807 0.000150446 0.255906 2.86879e-05 0.346075 2.83507e-05
28 157.559 0.541454 360.605 392.555 0.215872 0.00015057 0.25592 2.86712e-05 0.345776 2.84216e-05
29 156.662 0.54068 353.532 384.994 0.215946 0.000140721 0.255905 2.86452e-05 0.345431 3.53137e-05
30 155.733 0.539874 348.315 379.344 0.216018 0.000157082 0.255901 2.86254e-05 0.345108 2.84212e-05
31 154.772 0.539037 341.008 371.543 0.216074 0.000143331 0.255897 3.10792e-05 0.344745 2.847e-05
32 153.778 0.538168 335.505 365.61 0.21615 0.000151006 0.255866 2.64615e-05 0.344387 3.50736e-05
33 152.751 0.537265 328.257 357.965 0.216204 0.000151093 0.255838 2.85474e-05 0.344025 3.22442e-05
34 151.692 0.536329 322.702 351.817 0.216281 0.000142009 0.255781 2.58363e-05 0.343628 3.49076e-05
35 150.599 0.535358 315.662 344.335 0.216339 0.000151303 0.255723 2.84795e-05 0.343249 3.48223e-05
36 149.474 0.534352 309.019 337.309 0.216396 0.000151397 0.255667 2.84434e-05 0.342821 2.8585e-05
37 148.314 0.533311 303.229 330.986 0.216467 0.000152852 0.255575 2.84028e-05 0.342405 3.18884e-05
38 147.121 0.532232 295.155 322.59 0.216502 0.000151564 0.255514 2.83681e-05 0.341968 3.45447e-05
39 145.894 0.531116 289.085 315.878 0.216577 0.000151677 0.255374 2.82775e-05 0.341511 3.17112e-05
40 144.633 0.529961 281.448 307.957 0.21661 0.000151735 0.255304 2.80415e-05 0.341038 3.1613e-05
41 143.337 0.528767 275.527 301.502 0.216679 0.000151836 0.255134 2.81826e-05 0.340563 3.14857e-05
42 142.006 0.527532 268.593 294.089 0.21671 0.000148055 0.255013 2.81369e-05 0.340083 3.13582e-05
43 140.64 0.526255 261.548 286.571 0.216749 0.000141659 0.254842 2.81165e-05 0.339573 3.12749e-05
44 139.238 0.524936 254.736 279.361 0.216787 0.000152008 0.254675 2.80601e-05 0.33905 3.09643e-05
45 137.801 0.523572 248.377 272.536 0.216818 0.000152055 0.254489 2.80018e-05 0.338519 3.10074e-05
46 136.327 0.522163 241.159 264.847 0.216855 0.000138888 0.254276 2.79342e-05 0.337949 3.09321e-05
47 134.817 0.520706 234.161 257.456 0.216856 0.000152116 0.254083 2.58944e-05 0.337375 3.07738e-05
48 133.269 0.519202 227.356 250.161 0.216891 0.000151499 0.253814 2.77967e-05 0.336777 3.06319e-05
49 131.684 0.517647 220.855 243.328 0.216894 0.000141226 0.253587 2.57238e-05 0.336164 3.3361e-05
50 130.061 0.51604 214.446 236.344 0.216914 0.000135671 0.253291 2.76483e-05 0.335536 3.0308e-05
51 128.4 0.514379 207.04 228.538 0.216897 0.000152175 0.252996 2.75662e-05 0.334887 3.01285e-05
52 126.7 0.512663 200.068 221.189 0.216875 0.000152046 0.252698 2.74871e-05 0.334212 3.29761e-05
53 124.96 0.510889 194.064 214.695 0.216887 0.000152075 0.252331 2.73921e-05 0.333515 2.97498e-05
54 123.181 0.509055 188.261 208.457 0.216835 0.000141198 0.252032 2.7313e-05 0.332811 2.94991e-05
55 121.361 0.507158 182.019 201.769 0.216824 0.000152042 0.251594 2.72075e-05 0.332077 2.923e-05
56 119.5 0.505196 173.953 193.374 0.216745 0.000151929 0.251243 2.51933e-05 0.331283 2.91001e-05
57 117.597 0.503167 167.568 186.555 0.216692 0.000152675 0.250775 2.50445e-05 0.330513 2.85009e-05
58 115.652 0.501066 161.477 179.97 0.216621 0.000151723 0.250324 2.81568e-05 0.3297 2.80852e-05
59 113.664 0.498892 155.599 173.665 0.216534 0.000151585 0.249877 2.6194e-05 0.328855 2.75246e-05
60 111.633 0.496641 149.837 167.447 0.216456 0.000151464 0.249369 2.75327e-05 0.327969 3.17762e-05
61 109.558 0.494309 143.144 160.381 0.216319 0.000146728 0.248858 2.58955e-05 0.327064 3.15161e-05
62 107.438 0.491892 137.173 153.961 0.216216 0.000150992 0.24829 2.64286e-05 0.326106 3.13336e-05
63 105.273 0.489386 131.308 147.672 0.216109 0.000150842 0.247665 2.62877e-05 0.325105 3.12313e-05
64 103.063 0.486788 125.079 141.018 0.21591 0.000150525 0.247086 2.42744e-05 0.324105 3.0954e-05
65 100.806 0.484091 119.886 135.41 0.215758 0.000150357 0.246412 2.40914e-05 0.323049 3.08397e-05
66 98.5034 0.481292 114.234 129.31 0.215582 0.000150068 0.245678 2.58611e-05 0.321961 3.10095e-05
67 96.1541 0.478385 108.585 123.216 0.215347 0.000149713 0.245007 2.5714e-05 0.3208 2.75432e-05
68 93.7579 0.475365 103.304 117.515 0.21517 0.00014929 0.244171 2.36652e-05 0.319589 3.01958e-05
69 91.315 0.472225 98.0836 111.845 0.21492 0.000149019 0.243335 2.35544e-05 0.318365 2.98898e-05
70 88.8254 0.46896 92.9545 106.311 0.214664 0.000148608 0.242451 2.51851e-05 0.317073 2.96578e-05
71 86.2895 0.465562 88.0222 100.985 0.214303 0.000147982 0.241638 2.5016e-05 0.315698 2.44048e-05
72 83.7078 0.462024 82.8608 95.371 0.214024 0.000147687 0.240682 2.48182e-05 0.314229 2.92001e-05
73 81.0814 0.45834 78.5705 90.6184 0.213749 0.000146915 0.239579 2.46041e-05 0.312742 2.46129e-05
74 78.4112 0.454501 73.8497 85.4934 0.213379 0.000146582 0.238525 2.50824e-05 0.311152 2.51334e-05
75 75.6989 0.450499 69.2084 80.4095 0.212993 0.000145954 0.237433 2.37417e-05 0.309483 2.5158e-05
76 72.9463 0.446326 64.7605 75.5465 0.212561 0.000145308 0.236224 2.4937e-05 0.307764 2.5007e-05
77 70.156 0.441973 60.5686 70.9032 0.212098 0.000144533 0.235005 2.36892e-05 0.30592 2.52178e-05
78 67.3308 0.43743 56.5629 66.4855 0.211615 0.000143794 0.2337 2.34345e-05 0.303986 2.51384e-05
79 64.4742 0.432688 52.9245 62.5151 0.211092 0.000144331 0.232304 2.31639e-05 0.301938 2.69231e-05
80 61.5902 0.427737 48.6664 57.8077 0.210544 0.000142167 0.230838 2.2849e-05 0.299769 2.6613e-05
81 58.6836 0.422566 45.1557 53.8813 0.209975 0.000140398 0.229271 2.25489e-05 0.297467 2.61436e-05
82 55.7598 0.417167 41.5823 49.8277 0.209371 0.00014089 0.227603 2.226e-05 0.295038 2.24917e-05
83 52.8249 0.411527 38.3892 46.245 0.208742 0.000139618 0.225847 2.1897e-05 0.292449 2.29702e-05
84 49.8857 0.405637 35.4233 42.9063 0.208096 0.000138672 0.224003 2.15439e-05 0.289689 2.29056e-05
85 46.9499 0.399485 32.3773 39.4569 0.207402 0.000118141 0.222045 2.11719e-05 0.286749 2.23182e-05
86 44.0258 0.393062 29.6226 36.3321 0.206689 0.000135126 0.219972 2.08031e-05 0.283605 2.36693e-05
87 41.1227 0.386357 26.4801 32.6919 0.205928 0.000133324 0.217775 1.86702e-05 0.280267 2.31443e-05
88 38.2502 0.379361 23.9842 29.8236 0.205153 0.000132047 0.215457 1.99642e-05 0.276672 2.2595e-05
89 35.4191 0.372065 21.805 27.2889 0.204369 0.000133109 0.213022 1.94774e-05 0.272823 2.1973e-05
