1.25 0.05	 0.171752	 0.0305081
1.75 0.05	 0.0295189	 0.0053444
2.25 0.05	 0.00644213	 0.0011886
2.75 0.05	 0.00161884	 0.00030543
3.25 0.05	 0.000503172	 9.64788e-05
3.75 0.05	 0.000175002	 3.41109e-05
4.25 0.05	 6.71805e-05	 1.35156e-05
4.75 0.05	 2.12928e-05	 4.43409e-06
5.25 0.05	 1.19118e-05	 2.56467e-06
5.75 0.05	 4.64789e-06	 1.2776e-06

