454774	0.2318	0.226132	0.203835	0.18987	0.312972	0.27729	-0.179519	-0.280303
454777	0.277106	0.314257	0.335223	0.314187	0.39619	0.308688	-0.10022	-0.0959492
454778	0.363844	0.330792	0.304479	0.367489	0.378865	0.425797	0.127439	0.03653
454782	0.337359	0.369542	0.382531	0.411775	0.381848	0.378213	0.0571118	-0.003197
454783	0.495998	0.490402	0.379057	0.407997	0.488282	0.471866	0.159929	0.189224
454784	0.350699	0.330398	0.544042	0.404798	0.437996	0.467295	0.0701127	0.226433
454785	0.435286	0.455723	0.480249	0.491438	0.534987	0.489967	0.137038	0.266232
454786	0.458306	0.462561	0.537777	0.347581	0.566991	0.423924	0.0177966	0.196245
454789	0.464514	0.524229	0.587109	0.587097	0.60673	0.562613	0.240435	0.435864
454794	0.118264	0.136225	0.12873	-0.0164575	0.0211938	0.0284397	-0.278156	-0.333264
454797	0.247311	0.198384	0.18948	0.126106	0.237542	0.235031	-0.199169	-0.116849
454798	0.244347	0.258353	0.351882	0.244405	0.339361	0.266129	-0.0430818	-0.0639547
454799	0.298768	0.29805	0.303686	0.272812	0.342802	0.28757	0.0188279	0.00707632
454800	0.295422	0.33866	0.346158	0.340223	0.362533	0.409228	-0.0014853	0.117727
454802	0.328787	0.351396	0.341041	0.315133	0.375004	0.346799	0.107117	0.0633654
454808	0.280841	0.297201	0.303745	0.314421	0.345185	0.276787	0.043425	-0.0249199
454809	0.308017	0.295634	0.338746	0.308526	0.342088	0.315742	0.0848761	-0.0355939
454810	0.275912	0.309564	0.307354	0.313329	0.356156	0.314752	0.0614363	0.100825
454811	0.295095	0.308767	0.330006	0.346842	0.368422	0.318057	0.0779365	0.0642801
454933	0.0624786	-0.0111231	-0.0877978	-0.0793685	0.0670735	-0.0227432	-0.456928	-0.781309
454934	0.15824	0.115602	0.0820116	0.0851436	0.141496	0.127852	-0.298032	-0.404789
454935	0.24543	0.191562	0.129271	0.17178	0.219571	0.209235	-0.193385	-0.285524
454936	0.247055	0.224043	0.210656	0.200278	0.241028	0.242536	-0.0920979	-0.191899
454937	0.278943	0.222714	0.219031	0.270442	0.312083	0.268032	-0.0436148	-0.0894809
454943	0.160665	0.143707	0.169338	0.160088	0.226098	0.172547	-0.174103	-0.309704
454944	0.249813	0.240701	0.251121	0.250091	0.282921	0.240128	-0.0268587	-0.0770693
454945	0.328612	0.301075	0.301074	0.26461	0.36812	0.293918	-0.0360052	-0.0840563
454946	0.323755	0.345786	0.356435	0.32368	0.364288	0.410256	0.0946611	0.00522546
454947	0.398163	0.381229	0.391247	0.404222	0.4214	0.464152	0.132184	0.0780609
454948	0.441065	0.365459	0.444551	0.38769	0.471116	0.429643	0.162978	0.143394
455049	0.159007	0.0846381	0.0607858	0.0241856	0.132101	0.117465	-0.426272	-0.527081
455050	0.151451	0.13883	0.140992	0.115184	0.18054	0.141149	-0.17434	-0.357354
455051	0.234232	0.204451	0.16254	0.143323	0.209857	0.202303	-0.135055	-0.237426
455052	0.25611	0.263662	0.242735	0.232243	0.269744	0.226863	-0.0398856	-0.126114
455053	0.288199	0.278723	0.292433	0.269896	0.330583	0.275092	0.0469844	-0.095624
455056	0.249631	0.221839	0.209736	0.212919	0.207791	0.237685	-0.0533831	-0.282097
455060	0.270125	0.311475	0.285745	0.298499	0.306557	0.276641	0.305783	-0.114038
455071	0.0248191	0.0513332	-0.0546149	0.0214944	0.105312	0.0286612	-1.50155	-0.671249
455073	0.0804135	0.10298	0.111733	0.153725	0.164694	0.128908	-1.33473	-0.448285
455074	0.14667	0.174677	0.162985	0.149375	0.184268	0.180356	-0.216352	-0.316765
455077	0.205668	0.196937	0.193268	0.228939	0.210966	0.159194	-0.115543	-0.271959
