421815 1.01852 1.01038 0.988109 0.980499 1.08039 1.03564 1.02404 1.03082
421816 1.02382 1.00438 0.986224 0.984803 1.08351 1.02122 1.01019 1.01741
421949 1.01959 1.00057 0.987542 0.984016 1.0856 1.02853 1.0161 1.01104
421961 1.03624 1.01542 0.99372 0.992655 1.08554 1.02705 1.02747 1.01095
421968 1.02466 1.01752 0.987689 0.98633 1.08681 1.02599 1.01465 1.01101
421969 1.02953 1.01096 0.985036 1.00044 1.07037 1.03676 1.02867 1.01362
421975 1.02963 1.01238 0.991301 0.995049 1.09456 1.03485 1.02325 1.0103
421976 1.0287 1.01324 0.984647 0.98839 1.08783 1.02656 1.01749 1.01301
421988 1 1 1 1 1 1 1 1
421989 1.02517 1.01073 0.979917 0.98755 1.08283 1.0279 1.02368 1.01029
421999 1.02903 1.0137 0.984589 0.987569 1.08896 1.02985 1.01687 1.00828
422014 1.02191 1.01348 0.988452 0.986622 1.08267 1.02666 1.02378 1.00886
422018 1.02925 1.01288 0.990572 0.991236 1.0862 1.03295 1.02635 1.01075
422020 1.023 1.02916 0.989992 0.989684 1.07566 1.02433 1.0278 1.00267
422040 1 1 1 1 1 1 1 1
422041 1 1 1 1 1 1 1 1
422043 1 1 1 1 1 1 1 1
422045 1.01676 1.02155 0.988971 0.987276 1.08934 1.03417 1.02173 1.01109
422050 1 1 1 1 1 1 1 1
422051 1.02391 1.01799 0.984249 0.997196 1.0954 1.02225 1.01944 1.02287
422053 1.0306 1.01221 0.981344 0.986467 1.09157 1.03038 1 0.997403
422054 1.02255 1.00512 0.985629 0.983328 1.07984 1.02729 1.02209 1.01327
422055 1.02077 1.01863 1.00278 0.991797 1.09359 1.02298 1.03228 1.0137
422057 1.02892 1.01885 0.9881 0.986077 1.08753 1.03085 1.01366 1.0171
422064 1.02644 1.015 0.973215 0.980441 1.08519 1.01892 1.0185 1.01222
422066 1.02731 1.01408 0.972769 1 1 1.01443 1 1
422067 1.02847 1.01479 0.98959 0.987784 1.084 1.03097 1.01884 1.01082
422068 1.02372 1.01425 0.984142 0.989595 1.08695 1.03968 1.014 1.01664
422070 1.02838 1.01731 0.98854 0.992843 1.08155 1.03148 1.01855 1.0089
422074 1.03021 1.01339 0.97984 0.988615 1.07823 1.03157 1.02313 1.01187
422075 1.02013 1.00615 0.981488 0.982893 1.08331 1.02836 1.0225 1.00851
422084 1.02557 1.00198 0.981962 0.972534 1.07513 1.03929 1.03292 1.02037
422085 1.02164 1.00508 0.978226 0.982999 1.07734 1.02245 1.01639 1.01498
422123 1 1.01464 0.988942 0.987637 1 1.02474 1 1
422124 1.02781 1.01061 0.976684 0.987784 1.07912 1.02684 1.02098 1.00774
422135 1.0235 1.01599 0.98293 0.988625 1.08362 1.02591 1.01985 1.00657
422141 1.0235 1.00809 0.973918 0.985979 1.08015 1.02475 1.01858 1.01039
422147 1.02752 1.02456 1.01533 1.02558 1.02611 1.024 1.03052 1.03262
422148 1.02771 1.02853 1.01927 1.03132 1.02503 1.02512 1.02815 1.03283
422200 1.02738 1.02033 1.01817 1.02087 1.02058 1.01625 1.02477 1.02092
422201 1.02838 1.02722 1.02463 1.03129 1.02572 1.01856 1.03054 1.02826
422202 1.02748 1.02278 1.01884 1.02921 1.02838 1.02687 1.02967 1.0254
422203 1.03027 1.02554 1.0159 1.02999 1.03142 1.01919 1.0297 1.03371
422205 1.02604 1.02304 1.01512 1.03214 1.02489 1.01829 1.02866 1.02671
422255 1.02544 1.02282 1.02277 1.02675 1.02358 1.02117 1.02543 1.0374
422256 1.02473 1.02903 1.02451 1.02354 1.02452 1.02278 1.03141 1.02781
422260 1.02553 1.02271 1.01684 1.02604 1.02882 1.01986 1.03074 1.0287
422262 1.02647 1.02394 1.0183 1.02462 1.02543 1.01918 1.03297 1.03165
422263 1.02575 1.02456 1.01319 1.01853 1.02145 1.02318 1.03224 1.02531
422266 1.02476 1.03151 1.0198 1.02951 1.02797 1.01868 1.02531 1.0287
422267 1.02393 1.01952 1.02101 1.02952 1.0278 1.0226 1.03099 1.02822
422268 1.02687 1.02395 1.01997 1.02868 1.02774 1.02421 1.02779 1.03065
