0	2490.2	-74714.9	5698840	2443.2
1	215.827	-23079.5	-901582	2581.86
2	433.415	-94640.3	9264170	2602.23
3	478.523	-90433.9	9935450	2286.07
4	374.351	-81276.6	8886560	2274.78
5	5876.51	-81184.3	9022360	2418.27
6	4581.09	-73703.5	8324230	2411.45
7	575.176	-121929	13116300	2526.6
8	7648.89	-111019	12274900	2477.51
9	412.13	-51556	4321370	2327.9
10	20066.3	-130278	13920200	2357
11	12221	-137369	15832700	2552.9
12	16132.7	-114939	12907300	2556.28
13	19616	-140428	16889000	2487.26
14	410.851	-78272.2	5714670	2363.04
15	683.466	-102100	9804600	2305.64
16	665.092	-87909.5	9215200	2278.33
17	621.216	-64026.2	5609580	2432.57
18	6480.95	-115254	12926700	2483.48
19	9441.76	-67854	3229870	2025.17
20	10785.9	-128472	12014200	2061.45
21	825.55	-101020	10277400	2297.19
22	6428.49	-99638.3	8517850	2269.7
23	986.986	-94455.1	9395870	2487.57
24	3.43106	26219.3	-4441100	1038.44
25	2280.26	-92641.4	8191070	2574.42
26	4.60699E-05	-17.9344	3615.83	1150.02
27	6985.45	-110563	11180900	2533.95
28	1302.66	-108796	13770100	2520.17
29	14161	-89508.8	6899590	2349.53
30	9803.75	-69584.1	3599550	2318.2
31	984.84	-88630.9	7469870	2583.43
32	17191.9	-129922	13712300	2600.86
33	8143.4	-69010.6	5117140	2318.32
34	3860.21	-46594.1	2386490	2297.5
35	8306.38	-80103	4778420	2349.79
36	11972.7	-84130.3	6540520	2320.75
37	395.734	-85106.2	10865100	2478.34
38	3788.38	-56213.8	4624630	2505.87
39	13538.4	-52300.1	29200.8	2309.76
40	345.34	-32355.5	1717860	2301.85
41	524.887	-66787.4	6336760	2053.55
42	9913.2	-78059	5996330	2022.52
43	10544.2	-93136.5	9276730	2231.21
44	7125.76	-153616	18627200	2248.78
45	14059.5	-113350	10922800	2341.11
46	3500.69	-42138.1	1010640	2300.26
47	5742.93	35158.2	-44821000	2275.97
48	562.959	-49529.4	793778	2324.97
49	793.185	-76210.7	6587510	2371.95
50	324.618	-66832.1	6945330	2356.11
51	10682.5	-114302	12804500	2468.96
52	12697	-106814	11958100	2449.83
53	1538.95	-133490	15155200	2430.3
54	462.309	-88751.2	8189580	2396.46
55	10166.8	-102941	11056500	2331.3
56	8266.44	-143454	15555600	2327.65
57	309.646	-119877	14944700	2438.68
58	469.611	-136707	16414400	2468.37
59	400.328	-123019	14314700	2447.71
60	596.934	-137160	16707200	2477.97
61	28.6598	26254.8	-5429410	1037.04
62	32.6079	27470.6	-5477650	1033.54
63	1.92631	14912.7	-1259300	1093.92
64	5350.22	-98392.9	12855500	2316.02
65	1673.3	-132520	15399000	2529.37
66	4706.74	-90639.7	8613470	2462.81
67	2514.71	-117103	12428200	2235.88
68	6442.79	-110337	11737300	2235.9
69	600.185	-91539.1	11944500	2388.22
70	4159.98	-46802.4	2356360	2300.51
71	4374.01	-110443	14777000	2530.18
72	219.798	-101205	14785700	2507.96
73	15403.7	-97975.9	8592510	2640.16
74	643.723	-101319	14410600	2609.26
75	416.048	-25732.7	-678252	2287.86
76	1718.11	-45200.9	3077740	2297.68
77	621.065	-63542.3	4811530	2437.98
78	1075.19	-77629.5	8591680	2460.05
79	3772.01	-90503.9	11624100	2620.48
80	5481.9	-114556	12293300	2547.53
81	353.047	-114049	13396500	2435.22
82	444.912	-34181.3	570576	2298.38
83	7364.87	-101880	10654300	2638.29
84	240.389	-93203.4	12575200	2588.02
85	14096.2	-126535	15081800	2471.82
86	2.90902	-38623.6	2447310	2370.99
87	3851.47	-42997.4	2740110	2289.29
88	7625.67	-81624.4	8769070	2320.91
89	948.94	-110153	14686300	2517.39
90	772.236	-69024.8	6443420	2451.02
91	321.968	-92777.7	10291900	2095.56
92	244.295	-59969	6265180	2041.73
93	6842.54	-65110.3	5024520	2318.63
94	855.985	-80880.4	8915110	2270.66
95	9.60657	-53443.3	12474700	2328.83
96	3012.59	-68317.4	6881230	2516.76
97	1410.85	-104664	12284500	2617.13
98	386.84	-100011	12862300	2603.03
99	8590.08	-88955.5	9172090	2531.25
100	8574.84	-99127.7	10353000	2531.09
101	296.262	-118550	13353800	2444.09
102	370.514	-44936.4	3599460	2320.14
103	11368.6	-99232.8	8757080	2638.64
104	3491.8	-97718.9	12386400	2633.71
105	260.31	-61016.2	6565440	2387.44
106	350.27	-62872.7	7571580	2344.47
107	368.727	-90388.8	12125500	2387.26
108	467.253	-36496.7	1379500	2306.3
109	5406.06	-68010.9	6284960	2518.55
110	4974.35	-69148.8	6506340	2518.46
111	3165.44	-51122.7	3671510	2403.54
112	755.919	-42407.7	-7300.69	2315.9
113	1.49689	-31879.6	196615	2066.37
114	239.213	-127563	18385000	2149.93
115	1392.29	-59067	4884040	2236.28
116	566.047	-36679.7	1887310	2199.87
117	456.027	-63077.3	6523000	2349.39
118	17266.8	-74810.6	5329730	2325.65
119	1364.39	-69147.7	7024150	2444.22
120	395.115	-176806	24787700	2527.59
121	528.709	-125780	13856100	2453.78
122	505.486	-60234.7	4894550	2346.56
123	495.637	-113345	11760700	2513.13
124	379.781	-107658	15443700	2509.44
125	552.789	-88297.9	7948410	2387.67
126	420.357	-108274	14493200	2415.94
127	443.647	-44135.8	2648650	2310.54
128	10350.2	-85881.4	9601220	2325.76
129	981.098	-74167.1	8170690	2453.12
130	434.575	-130746	17503100	2482.15
131	7691.43	-105263	13443300	2536.98
132	479.417	-142222	18076700	2479.06
133	84.0044	-171278	50146800	1645.19
134	66.2219	-72816.3	19069000	1643.51
135	358.066	-124788	17873900	2442.07
136	6139.57	-96623.2	12492700	2324.94
137	2042.71	-46066.1	3482780	2499.68
138	7049.38	-94420.3	12338900	2523.24
139	1414.18	-105845	14397300	2311.11
140	1042.38	-35060.7	436267	2197.68
141	3631.68	-68067.4	7272530	2411.25
142	11357.5	-104791	9293670	2375.61
143	1588.75	-101254	10939900	2510.69
144	1985.92	-48730.2	2748060	2508.26
145	279.587	-105668	14357400	2623.17
146	772.27	-77003.6	10022500	2561.63
147	336.651	-29233.5	-373660	2293.75
148	2019.52	-107180	10173700	2323.45
149	8093.51	-108054	11114500	2546.31
150	3611.82	-64753.6	6238250	2513.31
151	3885.96	-56761.9	4568950	2509.47
152	1746.24	-109175	12898500	2521.47
153	6326.99	-81507.6	8578280	2428.69
154	417.363	-102556	14080100	2406.43
155	10480.6	-96435.1	10698600	2528.07
156	6827.3	-72225.4	7403980	2513.78
157	196.229	-206360	29428300	2575.71
158	11619.1	-137535	15925200	2478.65
159	11388.1	-86104	6602620	2334.86
160	3987.74	-55486.6	3286070	2313.38
161	950.78	-49408.2	2756130	2416
162	6871.95	-73946.4	7363930	2418.33
163	1.2373	-43042.8	2694950	2073.93
164	0.821886	-46550.5	3343360	2078.83
165	8510.66	-63640.6	3893840	2317.87
166	7425.36	-92786.9	10384600	2332.9
167	685.031	-51622	3590510	2420.8
168	18.5729	-2402.26	7980450	1049.17
169	2425.05	-68849.9	3992300	2544.06
170	8711.57	-94899.9	10629800	2534.23
171	452.09	-97888.4	11502500	2603.95
172	12793.7	-85259.2	6262360	2544.03
173	10178.9	-54233.6	2467570	2306.16
174	5314.81	-104148	11664500	2339.51
175	588.872	-46289.1	2085520	2516.98
176	564.391	-33791.7	844692	2494.96
177	333.304	-110872	14434800	2424.51
178	615.394	-54921	4652460	2336.35
179	658.039	-41618.8	229071	2318.59
180	366.569	-106731	14393900	2414.3
181	1839.01	-93139.8	11560100	2634.82
182	991.072	-53654.4	4934540	2532.28
183	5025.41	-41514.2	1199850	2295.13
184	12096.8	-75816.4	7477220	2314.88
185	3.49761	-42505.6	2953820	2077.69
186	8500.96	-70058.5	3044560	2040.43
187	1063	-50842.8	4721230	2223.15
188	742.63	-52589.9	5200120	2229.74
189	365.399	-56892.7	6219860	2338.4
190	478.032	-44630	2147540	2320.67
191	1196.76	-118261	15863400	2456.64
192	2499.34	-46484.2	2770030	2401.61
193	1.66283	-55645.1	4971590	2382.8
194	5780.92	-69841.2	7649080	2405.55
195	889.137	-91120.9	10904500	2483.83
196	1081.86	-60669.6	4207180	2431.38
197	307.74	-117346	16904700	2429.62
198	657.604	-78103.5	5012020	2372.25
199	14534.8	-111213	10800700	2351.24
200	364.358	-37860.4	2030320	2305.6
201	322.361	-53722.4	4917740	2334.06
202	600.841	-58883.3	6199210	2339.06
203	10398.5	-142830	7318670	2531.64
204	11522.3	-102384	11178700	2450.46
205	12.9034	24782.9	-3559210	1035.79
206	943.314	179219	-26461200	1249.41
207	668.021	-103332	13582600	2309.14
208	642.02	-50168.6	3840410	2226.38
209	6276.27	-55409.7	-17022600	2451.92
210	677.576	-94203.9	12899700	2488.87
211	1486.34	-64228.1	7047310	2243.64
212	14555.9	-129182	13638200	2299.69
213	222.896	-104863	15711400	2410.38
214	597.049	-28400.4	-462668	2288.32
215	8279.65	-93568.3	8055190	2555.93
216	228.511	-37559.6	1816610	2500.97
217	442.928	-21196.3	-1438530	2579.83
218	7868.89	-89778.8	10867400	2622.49
219	217.265	-158341	22561300	2501.07
220	295.833	-39226.6	1957310	2304.64
221	1591.53	-52535.8	3264030	2516.67
222	3690.2	-68140.6	5910920	2527.37
223	1434.39	-68369	5119370	2542.03
224	8292.68	-102242	10705900	2545.05
225	751.875	-58699	4450000	2431.44
226	776.677	-59981.9	6037360	2431.41
227	2581.24	-108583	14171500	2621.29
228	5777.49	-71163.5	5458700	2532.11
229	420.833	-96498.6	11227900	2495.58
230	866.275	-68709.7	8421550	2443.98
231	348.971	-98826	13907100	2397.75
232	331.146	-40575.2	3089020	2308.15
233	8334.96	-94917.2	11011100	2533.05
234	3655.9	-102670	10538700	2478.3
235	4192.94	-138095	15912100	2220.86
236	0.741221	-62134	5932640	2088.17
237	641.666	-41713.7	980790	2310.23
238	9570.8	-70020.3	5301040	2316.71
239	617.712	-105456	10550200	2500.97
240	1187.6	-61488.2	4660240	2432.83
241	3800.16	-102688	11006700	2623.09
242	11863.4	-119201	11739800	2596.52
243	540.473	-98706.6	11561300	2606.19
244	3767.26	-91338.3	11737400	2620.37
245	440.646	-44055.7	747115	2320.27
246	371.363	-48919.9	397450	2331.23
247	7432.67	-88325.2	10266900	2618.9
248	1536.68	-75798.1	7871700	2563.65
249	1.18245	-30123.9	293026	2366.63
250	3556.14	-63373.6	5283370	2418.54
251	526.308	-99893.8	9986080	2410.57
252	667.43	-69465.1	6468690	2362.42
253	6101.49	-80309.1	8288200	2621.83
254	4467.54	-48146.2	3518650	2594.99
255	707.253	-58279.5	3899150	2345.24
256	456.129	-88690.5	12076200	2384.94
257	96.6312	-158620	22291100	2201.74
258	333.786	-207812	29235600	2279.96
259	5156.13	-101388	13212300	2329.73
260	1450.95	-73120	5587160	2260.89
261	368.044	-144782	20748400	2476.2
262	4234.94	-41199.7	-202423	2303.65
263	1050.65	-110880	12281400	2517.09
264	1557.36	-100707	13263600	2422.88
265	4757.37	-81620.8	7537250	2447.28
266	260.642	-135429	16773700	2471.14
267	8964.27	-88883.2	9128030	2534.91
268	3672.23	-78572.9	6476060	2447.66
269	292.977	-182971	24070500	2540
270	2.37902	-20804.1	-921871	2358.77
271	2.00933	-55037	5377900	2386.15
272	135.9	-114720	16754200	2428.72
273	434.005	-89248.2	12669300	2384.31
274	497.246	-48321	2349210	2328.5
275	1067.91	-97607.3	11537100	2591.14
276	1465.07	-111008	12535900	2512.97
277	4.70267	35988.6	-6430080	1031.78
278	356.113	-79965.7	28989200	1397.52
279	16512.6	-116111	11541200	2376.13
280	6567.26	-78408.6	9740320	2306.65
281	1199.8	-42461.3	2441190	2502.47
282	870.194	-66935.5	7805360	2448.61
283	2721.22	-106673	12968100	2322.74
284	9413.34	-94066.2	11929500	2323.26
285	2545.86	-164859	20652200	2467.7
286	908.267	-38202	563907	2313.63
287	814.651	-55403.8	4151480	2418.09
288	1259.84	-110118	15345800	2518.91
289	1000.45	-102713	11087500	2510.91
290	4948.25	-95743.9	10842900	2537.88
291	7158.57	-96827.4	8984590	2328.25
292	5357.15	-96035.9	11670400	2328.42
293	455.965	-53269.7	3944610	2422.59
294	6627.64	-90020	9829510	2437.07
295	508.954	-200033	29381500	2580.82
296	1345.97	-56761.7	4581280	2418.23
297	353.723	-47146	4530500	2320.42
298	279.501	-68329.1	9478560	2349.8
299	6452.41	-107098	13376500	2529.37
300	5033.82	-107998	12163500	2528.74
301	394.862	-252115	36914700	2648.09
