455792 1.00344 1.00291 0.989854 0.990206 1.0017 0.997375 1.02365 1.0264
455793 1.01242 1.00939 1.00715 0.959103 0.985093 1.01236 1.02158 1.00574
455794 1.00802 1.00173 0.995635 0.996043 1.00942 1.00808 1.02253 1.00536
455795 1.00742 1.01047 0.989382 0.993923 1.02593 0.997886 1.01364 1.01489
455832 1.00341 1.00215 0.991141 1.00411 0.967759 0.963166 0.999402 1.03014
455836 1.00511 1.00382 0.987222 0.993154 1 0.992603 1.01718 1.01525
455837 1.01739 0.991073 0.993049 1.00574 0.982418 1.00821 1.01677 1.00653
455874 1.01132 0.987295 0.98895 0.992854 1.01662 1.00902 1.02546 1.00377
455875 1.01543 0.991285 0.993746 0.990363 1.00635 1.00046 1.02094 1.00599
455877 1.01594 0.984543 0.998333 1.00384 0.992806 1.00036 1.01744 0.990022
455896 1.02008 0.998639 1.00323 1.00053 1.02149 1.02049 1.01621 1.01059
455897 1.00912 1.00124 1.00209 0.988416 1.01496 1.00371 1.01026 1.00746
455898 1.00878 1.00021 0.999638 1.01142 1.00006 1.01197 1.01916 1.0063
455909 1.00826 1.00752 0.999428 1.00152 0.997929 1.00905 1.03671 1.00289
455910 1.00502 1.00486 1.00551 1.00192 1.00826 0.998725 1.03258 1.00313
455911 1.00736 0.993672 0.990304 0.982899 1.00099 1.0029 1.01192 1.00339
455912 1.01116 0.991839 0.994885 1.00011 0.999576 1.0028 1.01945 1.00507
455914 0.990863 0.998448 0.996089 0.984442 0.998551 0.989189 1.02333 1.00541
455915 1.00701 1.00283 0.994649 1.00393 0.997118 0.998784 1.02095 1.01039
455916 1.01525 0.991154 0.989484 0.989508 1.01677 1.01207 1.00887 1.002
455917 0.998299 0.995339 1.00221 0.984844 1.00845 1.00969 1.02964 1.00096
455918 1.00835 0.996557 1.00163 0.992572 1.00242 0.997996 1.02061 1.00869
455919 1.00209 1.00278 0.998884 0.999554 1.01509 1.00611 1.0143 1.01375
455950 0.998873 0.975491 1.00415 0.993186 1.01557 1.00278 1.02979 1.02145
455951 1.01357 0.990185 0.99334 1.00202 1.00848 0.999988 1.01761 1.01202
455952 1.01338 0.995603 0.99368 0.992386 1.00821 1.00199 1.01299 1.01585
455953 1.01032 0.990658 0.987998 0.983522 1.0182 0.999785 1.01277 1.00146
455954 1.00714 1.00344 1.00629 0.992106 1.00516 1.01414 1.01965 1.00809
455979 1.00085 0.999026 1.00196 0.984383 1.00893 1.00022 1.01919 1.0139
455980 1.00623 0.993206 0.989829 0.992407 1.00941 1.00371 1.02192 1.01235
455981 1.00377 0.988204 0.98667 0.991527 1.01427 0.999934 1.01372 1.01452
455982 0.999922 0.995235 0.996919 0.996409 1.00362 1.00202 1.01887 1.00053
455983 1.01904 0.992653 0.981326 0.998982 0.997496 0.997685 0.994915 1.00227
455985 1.00665 0.993256 1.00057 0.983329 1.0024 1.00094 1.00659 1.01275
455986 1.00241 0.989705 0.997855 0.995385 1.02306 0.991098 1.01169 0.996944
455987 1.00504 0.958104 0.951112 1.00242 1.00316 1.01758 1.00122 0.994705
456015 1.01972 0.994952 1.01043 1.00089 1.031 1.01566 1.017 1.02324
456016 1.00684 0.991549 0.984824 0.997819 1.0123 1.00054 1.02764 1.00173
456017 1.0046 0.997543 0.994581 0.994653 1.00409 1.00789 1.02574 1.00561
456021 1.00125 0.987384 0.991165 0.99032 1.01193 1.01306 1.02093 1.00419
456022 0.998026 0.989509 0.996713 0.98953 1.00876 0.973422 1.0138 1.01074
456024 1.00627 1.00114 0.999225 0.999226 1.01966 0.995467 1.01311 1.01294
456025 1.01912 1.00882 0.989715 0.991384 1.02945 1.0017 0.985029 1.00254
456083 1.00622 1.00751 0.98763 0.988624 1.0176 1.00491 1.02775 1.01808
456084 1.00299 1.00663 1.00302 0.995621 1.02177 1.02209 1.01839 0.99725
456086 1.01304 0.986604 0.989697 1.01272 1.00913 0.95541 0.991182 0.998842
456087 1.0139 1.00318 0.996177 0.995201 1.00266 1.01419 1.03007 1.00462
456088 1.00704 0.991936 0.986039 0.991764 1.02265 1.01137 1.02146 1.00033
456089 1.00689 0.993255 0.995146 0.981624 0.970974 1.00409 1.03336 1.0063
456090 1.01417 1.0033 0.998834 0.983134 1.00919 1.00488 1.0135 1.01522
456106 1.00004 0.988223 0.991055 0.988841 0.996724 1.00424 1.00651 0.993459
456107 0.995817 1.00041 0.993915 0.998206 1.01035 0.980364 1.01257 1.01755
456110 1.01427 1.01545 0.992956 0.992876 1.00378 0.999073 1.02003 0.998415
456111 0.998618 0.986942 0.99079 0.993432 1.00967 0.999737 1.01169 1.00306
456112 1.0081 0.975487 0.990624 1.0008 1.00108 0.994896 1.00649 1.00162
456113 1.00816 0.990176 0.990005 0.998689 1.00533 0.990734 1.00761 1.005
456141 1.0102 1.00208 0.998241 0.999917 1.01476 1.00625 1.02494 1.01798
456142 1.00704 1.00049 0.99974 0.987889 1.02232 1.00718 1.01454 1.00982
456144 1.00465 0.992073 0.980356 0.985736 0.999436 0.99252 1.0225 0.998582
456145 1.01253 0.997071 0.991332 0.99079 1.01762 1.01371 1.02116 1.01825
456200 1.00086 1.00803 0.977134 0.97431 1.00364 0.993775 0.966026 1.01173
456201 0.999615 0.99158 0.985639 0.989391 1.00407 1.00016 1.01254 0.991369
456203 0.995464 0.988869 0.998083 0.987232 0.981717 1.01921 1.04021 1.0166
456207 1.00086 0.98767 0.996728 0.99025 0.998926 1.00473 1.02086 1.00926
456208 1.01412 0.989758 0.99187 0.986414 1.0081 1.00975 1.02436 1.0001
456209 1.00787 0.993102 0.998163 0.984778 1.00482 1.00223 1.0135 1.00324
456211 1.00096 1.00522 0.996467 0.988178 1.01815 0.993638 1.02117 1.01476
456281 1.00328 0.997901 1.00119 0.985679 0.968924 0.986239 1.03177 0.990617
