0.55   30.319   0.05   1.11834
0.65   18.4919   0.05   0.571116
0.75   10.9171   0.05   0.300658
0.85   7.0214   0.05   0.173327
0.95   4.62589   0.05   0.106459
1.05   2.94293   0.05   0.0678054
1.15   1.67327   0.05   0.0390683
1.25   1.07752   0.05   0.0259946
1.35   0.679318   0.05   0.01715
1.45   0.412223   0.05   0.0112113
1.55   0.256767   0.05   0.00772619
1.65   0.168034   0.05   0.0054767
1.75   0.104163   0.05   0.00389196
1.85   0.0717577   0.05   0.00282797
1.95   0.0476782   0.05   0.00207492
2.05   0.0310051   0.05   0.00154496
2.15   0.0218329   0.05   0.00122104
2.25   0.0145205   0.05   0.00093367
2.35   0.0100492   0.05   0.0007138
2.50   0.0054534   0.1   0.000373018
2.70   0.00226479   0.1   0.000244025
2.90   0.00126891   0.1   0.000172981
3.10   0.000427309   0.1   0.000122667
3.30   0.000223677   0.1   9.20142e-05
3.50   0.000173428   0.1   6.9786e-05
3.70   8.65872e-05   0.1   5.6469e-05
3.90   8.11103e-05   0.1   4.45922e-05
4.10   5.48361e-05   0.1   3.7281e-05
4.30   3.00571e-05   0.1   3.07136e-05
4.50   5.25859e-05   0.1   2.52281e-05
4.70   2.6854e-05   0.1   2.16769e-05
4.90   4.52746e-05   0.1   1.89365e-05


-------------------------------------------------------------------------
original binning (pT>4 GeV/c):

0.15   13422.9   0.05   2934.64
0.35   91.3975   0.05   6.01154
0.45   59.6629   0.05   2.51967

2.45   0.00651401   0.05   0.000584485
2.55   0.0043928   0.05   0.000463625
2.65   0.00303121   0.05   0.000379324
2.75   0.00149837   0.05   0.000307094
2.85   0.0010962   0.05   0.000265357
2.95   0.00144162   0.05   0.000221982
3.05   0.000555596   0.05   0.000189411
3.15   0.000299022   0.05   0.000155923
3.25   0.000291588   0.05   0.000138048
3.35   0.000155767   0.05   0.000121693
3.45   0.000164921   0.05   0.000104455
3.55   0.000181935   0.05   9.25716e-05
3.65   8.63964e-05   0.05   8.40205e-05
3.75   8.6778e-05   0.05   7.54687e-05
3.85   2.72765e-05   0.05   6.55992e-05
3.95   0.000134944   0.05   6.04202e-05
4.05   7.64041e-05   0.05   5.665e-05
4.15   3.32681e-05   0.05   4.84796e-05
4.25   3.56523e-05   0.05   4.59982e-05
4.35   2.44619e-05   0.05   4.0712e-05
4.45   1.47815e-05   0.05   3.74769e-05
4.55   9.03903e-05   0.05   3.37832e-05
4.65   4.80868e-05   0.05   3.14404e-05
4.75   5.62127e-06   0.05   2.98505e-05
4.85   2.41659e-05   0.05   2.7899e-05
4.95   6.63832e-05   0.05   2.56127e-05

-------------------------------------------------------------------------
binning 200 MeV/c I (preferred):

0.30   332.017   0.1   18.8458
0.50   44.991   0.1   1.37835
0.70   14.7045   0.1   0.322711
0.90   5.82364   0.1   0.101705
1.10   2.3081   0.1   0.0391277
1.30   0.878419   0.1   0.0155711
1.50   0.334495   0.1   0.00680785
1.70   0.136099   0.1   0.00335937
1.90   0.0597179   0.1   0.00175376
2.10   0.026419   0.1   0.000984612
2.30   0.0122848   0.1   0.000587633
2.50   0.0054534   0.1   0.000373018
2.70   0.00226479   0.1   0.000244025
2.90   0.00126891   0.1   0.000172981
3.10   0.000427309   0.1   0.000122667
3.30   0.000223677   0.1   9.20142e-05
3.50   0.000173428   0.1   6.9786e-05
3.70   8.65872e-05   0.1   5.6469e-05
3.90   8.11103e-05   0.1   4.45922e-05
4.10   5.48361e-05   0.1   3.7281e-05
4.30   3.00571e-05   0.1   3.07136e-05
4.50   5.25859e-05   0.1   2.52281e-05
4.70   2.6854e-05   0.1   2.16769e-05
4.90   4.52746e-05   0.1   1.89365e-05

-------------------------------------------------------------------------
binning 200 MeV/c II:

0.40   75.5302   0.1   3.25912
0.60   24.4054   0.1   0.627865
0.80   8.96925   0.1   0.173521
1.00   3.78441   0.1   0.0631092
1.20   1.3754   0.1   0.023463
1.40   0.545771   0.1   0.0102447
1.60   0.2124   0.1   0.00473519
1.80   0.0879603   0.1   0.00240545
2.00   0.0393417   0.1   0.00129346
2.20   0.0181767   0.1   0.00076855
2.40   0.00828161   0.1   0.000461284
2.60   0.003712   0.1   0.000299514
2.80   0.00129728   0.1   0.000202929
3.00   0.000998608   0.1   0.000145905
3.20   0.000295305   0.1   0.000104126
3.40   0.000160344   0.1   8.01873e-05
3.60   0.000134166   0.1   6.25079e-05
3.80   5.70273e-05   0.1   4.99969e-05
4.00   0.000105674   0.1   4.1412e-05
4.20   3.44602e-05   0.1   3.34145e-05
4.40   1.96217e-05   0.1   2.76676e-05
4.60   6.92386e-05   0.1   2.30749e-05
4.80   1.48936e-05   0.1   2.04292e-05

-------------------------------------------------------------------------
obtained via:

gSystem->Load("libemcAnalyzer"); emcAnalyzer e; TGraphErrors *eband;
TH1F*hwa98_cent07=(TH1F*)emcAnalyzerUtils::readAsciiToHisto("/home/enterria/analyzer/data/wa98_tables/wa98_pi0_et07.dat",4);
hwa98_cent07->Scale(0.058); //
TH1F*hwa98_cent08=(TH1F*)emcAnalyzerUtils::readAsciiToHisto("/home/enterria/analyzer/data/wa98_tables/wa98_pi0_et08.dat",4);
hwa98_cent08->Scale(0.01); //
hwa98_cent07->SetMarkerStyle(29)
hwa98_cent07->SetMinimum(1e-7);
hwa98_cent07->Draw();
hwa98_cent08->SetLineColor(4)
hwa98_cent08->Draw("same");

TH1F*hwa98_cent0708=(TH1F*)hwa98_cent07->Clone();
hwa98_cent0708->Add(hwa98_cent08,1.)
hwa98_cent0708->Scale(1./0.068); //
hwa98_cent0708->Draw("same");
hwa98_cent0708->SetLineColor(2);
emcAnalyzerUtils::dumpHisto(hwa98_cent0708);

TH1F*hwa98_cent0708=(TH1F*)emcAnalyzerUtils::readAsciiToHisto("/home/enterria/analyzer/data/wa98_tables/wa98_pi0_et0708.dat",4);
hwa98_cent0708->Rebin(2);
hwa98_cent0708->Scale(0.5);
emcAnalyzerUtils::dumpHisto(hwa98_cent0708);
