 0.5500000      27.95029     0.5000001E-01 0.7743434    
 0.6500000      17.74497     0.4999998E-01 0.4055875    
 0.7500000      10.54785     0.5000001E-01 0.2161976    
 0.8500000      6.723422     0.5000001E-01 0.1235993    
 0.9500000      4.266760     0.4999998E-01 0.7348086E-01
  1.050000      2.715173     0.5000001E-01 0.4599833E-01
  1.150000      1.581548     0.5000001E-01 0.2709545E-01
  1.250000      1.008600     0.5000001E-01 0.1788426E-01
  1.350000     0.6473547     0.4999995E-01 0.1189671E-01
  1.450000     0.3975599     0.5000001E-01 0.7819292E-02
  1.550000     0.2628052     0.5000001E-01 0.5443976E-02
  1.650000     0.1588546     0.5000001E-01 0.3677254E-02
  1.750000     0.1079700     0.5000001E-01 0.2682775E-02
  1.850000     0.7211740E-01 0.4999995E-01 0.1946928E-02
  1.950000     0.4681324E-01 0.5000001E-01 0.1410788E-02
  2.050000     0.3157502E-01 0.5000007E-01 0.1066390E-02
2.15   0.0224566   0.15   0.00049983
2.45   0.00684487   0.15   0.000234714
2.75   0.00214882   0.15   0.000125785
3.05   0.000687897   0.15   7.40821e-05
3.35   0.000236843   0.15   5.01176e-05
3.65   0.000115157   0.15   3.40999e-05
3.95   5.32316e-05   0.15   2.28645e-05
4.25   3.59896e-05   0.15   1.7365e-05
4.55   2.71905e-05   0.15   1.32882e-05
4.85   1.66257e-05   0.15   1.14475e-05


 0.1500000      8732.793     0.5000000E-01  1391.561    
 0.2500000      432.7853     0.5000000E-01  23.11632    
 0.3500000      105.9181     0.5000000E-01  4.595473    
 0.4500000      54.74072     0.5000000E-01  1.746362    

  2.050000     0.3157502E-01 0.5000007E-01 0.1066390E-02
  2.150000     0.2176072E-01 0.4999995E-01 0.8381214E-03
  2.250000     0.1403395E-01 0.4999995E-01 0.6394005E-03
  2.350000     0.9609464E-02 0.5000007E-01 0.4863485E-03
  2.450000     0.6682451E-02 0.4999995E-01 0.3986068E-03
  2.550000     0.4242695E-02 0.5000007E-01 0.3168502E-03
  2.650000     0.3059953E-02 0.4999995E-01 0.2571326E-03
  2.750000     0.2174461E-02 0.4999995E-01 0.2121944E-03
  2.850000     0.1212040E-02 0.5000007E-01 0.1767842E-03
  2.950000     0.1109696E-02 0.4999995E-01 0.1482698E-03
  3.050000     0.5696748E-03 0.5000007E-01 0.1237704E-03
  3.150000     0.3843193E-03 0.4999995E-01 0.1099562E-03
  3.250000     0.3176109E-03 0.4999995E-01 0.9276935E-04
  3.350000     0.1709418E-03 0.5000007E-01 0.8446204E-04
  3.450000     0.2219770E-03 0.4999995E-01 0.8286109E-04
  3.550000     0.1640989E-03 0.5000007E-01 0.6996514E-04
  3.650000     0.1131630E-03 0.4999995E-01 0.5583692E-04
  3.750000     0.6820884E-04 0.4999995E-01 0.4952143E-04
  3.850000     0.2607351E-04 0.5000007E-01 0.4237141E-04
  3.950000     0.9559724E-04 0.4999995E-01 0.3989198E-04
  4.050000     0.3802409E-04 0.4999995E-01 0.3630953E-04
  4.150000     0.6490445E-04 0.5000019E-01 0.3385310E-04
  4.250000     0.2750625E-04 0.4999995E-01 0.2991816E-04
  4.350000     0.1555803E-04 0.4999995E-01 0.2593738E-04
  4.450000     0.2370400E-04 0.4999995E-01 0.2487291E-04
  4.550000     0.2033985E-04 0.4999995E-01 0.2308075E-04
  4.650000     0.3752760E-04 0.5000019E-01 0.2092358E-04
  4.750000     0.3189979E-05 0.4999995E-01 0.2163328E-04
  4.850000     0.1325005E-04 0.4999995E-01 0.2073019E-04
  4.950000     0.3343704E-04 0.4999995E-01 0.1678316E-04
