  3.000E+01  2.210E+00  1.243E+06
  3.200E+01  2.357E+00  6.763E+05
  3.400E+01  2.505E+00  3.750E+05
  3.600E+01  2.652E+00  2.113E+05
  3.800E+01  2.799E+00  1.195E+05
  4.000E+01  2.947E+00  6.844E+04
  4.200E+01  3.094E+00  3.943E+04
  4.400E+01  3.241E+00  2.288E+04
  4.600E+01  3.389E+00  1.331E+04
  4.800E+01  3.536E+00  7.766E+03
  5.000E+01  3.683E+00  4.549E+03
  5.200E+01  3.831E+00  2.641E+03
  5.400E+01  3.978E+00  1.526E+03
  5.600E+01  4.125E+00  8.845E+02
  5.800E+01  4.273E+00  5.081E+02
  6.000E+01  4.420E+00  2.890E+02


  E^pion     pt        cr. sec.

E*d3sig/dp**3 in pb/GeV**2.
p+p --> pi0 at eta=3.3 for KKP and CTEQ6M, 
as a function of pion ENERGY 
