1.25   0.00141433   0 
1.75   0.00376391   0 
2.25   0.00793505   0 
2.75   0.0137833   0 
3.25   0.021359   0 
3.75   0.0303198   0 
4.25   0.0412552   0 
4.75   0.0535217   0 
5.25   0.0675432   0 
5.75   0.0831036   0 
6.25   0.100636   0 
6.75   0.120417   0 
7.25   0.142096   0 
7.75   0.166432   0 
8.25   0.19424   0 
8.75   0.224182   0 
9.25   0.259488   0 
9.75   0.297994   0 
10.25   0.341209   0 
10.75   0.38876   0 
11.25   0.44507   0 
11.75   0.50733   0 
12.25   0.578341   0 
12.75   0.658265   0 
13.25   0.748728   0 
13.75   0.850791   0 
14.25   0.969723   0 
14.75   1.10272   0 
15.25   1.25857   0 


dumping graph ratio_pQCD_vogelsang_pp_gammainv_63GeV_sc1_dir.dat_over_pQCD_vogelsang_pp63_pi0inv_kkp_sc1.dat
