  1.250E+00  1.856E+08
  1.750E+00  1.330E+07
  2.250E+00  1.632E+06
  2.750E+00  3.000E+05
  3.250E+00  7.182E+04
  3.750E+00  2.095E+04
  4.250E+00  6.947E+03
  4.750E+00  2.584E+03
  5.250E+00  1.042E+03
  5.750E+00  4.498E+02
  6.250E+00  2.045E+02
  6.750E+00  9.683E+01
  7.250E+00  4.770E+01
  7.750E+00  2.413E+01
  8.250E+00  1.250E+01
  8.750E+00  6.633E+00
  9.250E+00  3.557E+00
  9.750E+00  1.944E+00
  1.025E+01  1.075E+00
  1.075E+01  6.014E-01
  1.125E+01  3.377E-01
  1.175E+01  1.910E-01
  1.225E+01  1.085E-01
  1.275E+01  6.189E-02
  1.325E+01  3.538E-02
  1.375E+01  2.024E-02
  1.425E+01  1.156E-02
  1.475E+01  6.620E-03
  1.525E+01  3.763E-03
