  1.510E+00  2.324E+08
  1.610E+00  1.595E+08
  1.720E+00  1.076E+08
  1.820E+00  7.661E+07
  1.920E+00  5.556E+07
  2.030E+00  3.950E+07
  2.180E+00  2.541E+07
  2.390E+00  1.438E+07
  2.600E+00  8.504E+06
  2.810E+00  5.205E+06
  3.020E+00  3.291E+06
  3.370E+00  1.624E+06
  3.890E+00  6.378E+05
  4.420E+00  2.753E+05
  5.750E+00  4.694E+04
  6.500E+00  2.106E+04
  7.500E+00  7.771E+03
  8.500E+00  3.216E+03
  9.500E+00  1.463E+03
  1.050E+01  7.191E+02
  1.150E+01  3.728E+02
  1.250E+01  2.047E+02
  1.350E+01  1.172E+02
  1.450E+01  6.964E+01
