2.000E+00  5.030E+04  8.224E+04  1.325E+05
3.000E+00  7.523E+03  8.170E+03  1.569E+04
4.000E+00  1.747E+03  1.509E+03  3.256E+03
5.000E+00  5.338E+02  3.990E+02  9.328E+02
6.000E+00  1.965E+02  1.325E+02  3.290E+02
7.000E+00  8.236E+01  5.157E+01  1.339E+02
8.000E+00  3.803E+01  2.225E+01  6.028E+01
9.000E+00  1.892E+01  1.050E+01  2.942E+01
1.000E+01  9.996E+00  5.332E+00  1.533E+01
1.100E+01  5.546E+00  2.824E+00  8.370E+00
1.200E+01  3.196E+00  1.566E+00  4.761E+00
1.300E+01  1.908E+00  9.038E-01  2.812E+00
1.400E+01  1.172E+00  5.408E-01  1.713E+00
1.500E+01  7.372E-01  3.330E-01  1.070E+00
1.600E+01  4.742E-01  2.101E-01  6.843E-01
1.700E+01  3.102E-01  1.355E-01  4.456E-01
1.800E+01  2.064E-01  8.821E-02  2.947E-01
1.900E+01  1.392E-01  5.803E-02  1.973E-01
2.000E+01  9.532E-02  3.896E-02  1.343E-01
2.100E+01  6.580E-02  2.632E-02  9.213E-02
2.200E+01  4.600E-02  1.813E-02  6.412E-02
2.300E+01  3.243E-02  1.258E-02  4.501E-02
2.400E+01  2.306E-02  8.789E-03  3.185E-02
2.500E+01  1.651E-02  6.205E-03  2.272E-02

pT, direct, frag, total  (pb/GeV**2)
