       -3.000000    2.319080E-05    
       -2.900000    5.011769E-05    
       -2.800000    1.446967E-04    
       -2.700000    2.274051E-04    
       -2.600000    2.869962E-04    
       -2.500000    5.801021E-04    
       -2.400000    1.277509E-03    
       -2.300000    2.127018E-03    
       -2.200000    2.714987E-03    
       -2.100000    2.986834E-03    
       -2.000000    3.436174E-03    
       -1.900000    4.846585E-03    
       -1.800000    7.872786E-03    
       -1.700000    1.283516E-02    
       -1.600000    1.936265E-02    
       -1.500000    2.694124E-02    
       -1.400000    3.484058E-02    
       -1.300000    4.234688E-02    
       -1.200000    4.887675E-02    
       -1.100000    5.403128E-02    
       -1.000000    5.760756E-02    
   -9.000000E-01    5.957577E-02    
   -8.000000E-01    6.005809E-02    
   -7.000000E-01    5.928957E-02    
   -6.000000E-01    5.759646E-02    
   -5.000000E-01    5.536289E-02    
   -4.000000E-01    5.294866E-02    
   -3.000000E-01    5.064383E-02    
   -2.000000E-01    4.882134E-02    
   -9.999996E-02    4.766180E-02    
    4.470348E-08    4.651550E-02    
    1.000000E-01    4.766180E-02    
    2.000000E-01    4.882134E-02    
    3.000000E-01    5.064383E-02    
    4.000000E-01    5.294866E-02    
    5.000001E-01    5.536289E-02    
    6.000000E-01    5.759646E-02    
    7.000000E-01    5.928957E-02    
    8.000001E-01    6.005809E-02    
    9.000000E-01    5.957577E-02    
        1.000000    5.760756E-02    
        1.100000    5.403128E-02    
        1.200000    4.887675E-02    
        1.300000    4.234688E-02    
        1.400000    3.484058E-02    
        1.500000    2.694124E-02    
        1.600000    1.936265E-02   
        1.700000    1.283516E-02    
        1.800000    7.872786E-03    
        1.900000    4.846585E-03    
        2.000000    3.436174E-03    
        2.100000    2.986834E-03    
        2.200000    2.714987E-03    
        2.300000    2.127018E-03    
        2.400000    1.277509E-03    
        2.500000    5.801021E-04    
        2.600000    2.869962E-04    
        2.700000    2.274051E-04    
        2.800000    1.446967E-04    
        2.900000    5.011769E-05    
        3.000000    2.319080E-05    
 


glauber
