       -3.000000    1.431500E-02      1.145200E-02
       -2.900000    1.900788E-02      1.520631E-02
       -2.800000    2.393010E-02      1.914408E-02
       -2.700000    2.891156E-02      2.312925E-02
       -2.600000    3.380247E-02      2.704198E-02
       -2.500000    3.847559E-02      3.078047E-02
       -2.400000    4.282773E-02      3.426219E-02
       -2.300000    4.677729E-02      3.742183E-02
       -2.200000    5.026323E-02      4.021058E-02
       -2.100000    5.323914E-02      4.259131E-02
       -2.000000    5.567510E-02      4.454008E-02
       -1.900000    5.755189E-02      4.604151E-02
       -1.800000    6.055976E-02      4.844781E-02
       -1.700000    6.258770E-02      5.007016E-02
       -1.600000    6.252958E-02      5.002366E-02
       -1.500000    6.170825E-02      4.936660E-02     
       -1.400000    6.035649E-02      4.828519E-02
       -1.300000    5.851557E-02      4.681246E-02
       -1.200000    5.623550E-02      4.498840E-02
       -1.100000    5.357821E-02      4.286257E-02
       -1.000000    5.061837E-02      4.049470E-02
   -9.000000E-01    4.744374E-02      3.795499E-02
   -8.000000E-01    4.415490E-02      3.532392E-02
   -7.000000E-01    4.086316E-02      3.289053E-02
   -6.000000E-01    3.768632E-02      3.014906E-02
   -5.000000E-01    3.474410E-02      2.779528E-02
   -4.000000E-01    3.215173E-02      2.572138E-02
   -3.000000E-01    3.001405E-02      2.401124E-02
   -2.000000E-01    2.841938E-02      2.273551E-02
   -9.999996E-02    2.743474E-02      2.194779E-02
    4.470348E-08    2.710177E-02      2.168141E-02
    1.000000E-01    2.743474E-02      2.194779E-02
    2.000000E-01    2.841938E-02      2.273551E-02
    3.000000E-01    3.001405E-02      2.401124E-02
    4.000000E-01    3.215173E-02      2.572138E-02
    5.000001E-01    3.474410E-02      2.779528E-02
    6.000000E-01    3.768632E-02      3.014906E-02
    7.000000E-01    4.086316E-02      3.289053E-02
    8.000001E-01    4.415490E-02      3.532392E-02
    9.000000E-01    4.744374E-02      3.795499E-02
        1.000000    5.061837E-02      4.049470E-02 
        1.100000    5.357821E-02      4.286257E-02
        1.200000    5.623550E-02      4.498840E-02 
        1.300000    5.851557E-02      4.681246E-02
        1.400000    6.035649E-02      4.828529E-02
        1.500000    6.170825E-02      4.936660E-02
        1.600000    6.252958E-02      5.002366E-02
        1.700000    6.258770E-02      5.007016E-02
        1.800000    6.055976E-02      4.844781E-02
        1.900000    5.755189E-02      4.604151E-02
        2.000000    5.567510E-02      4.454008E-02 
        2.100000    5.323914E-02      4.259131E-02
        2.200000    5.026323E-02      4.021058E-02
        2.300000    4.677729E-02      3.742183E-02 
        2.400000    4.282773E-02      3.426219E-02
        2.500000    3.847559E-02      3.078047E-02
        2.600000    3.380247E-02      2.704197E-02
        2.700000    2.891156E-02      2.312925E-02
        2.800000    2.393010E-02      1.914408E-02 
        2.900000    1.900788E-02      1.520631E-02
        3.000000    1.431500E-02      1.145200E-02
  


        rapidity     impulse           glauber
