  2.750E+00  2.037E+06
  3.250E+00  4.484E+05
  3.750E+00  1.219E+05
  4.250E+00  3.898E+04
  4.750E+00  1.411E+04
  5.250E+00  5.616E+03
  5.750E+00  2.388E+03
  6.250E+00  1.082E+03
  6.750E+00  5.100E+02
  7.250E+00  2.516E+02
  7.750E+00  1.277E+02
  8.250E+00  6.643E+01
  8.750E+00  3.542E+01
  9.250E+00  1.913E+01
  9.750E+00  1.057E+01
  1.025E+01  5.915E+00
  1.075E+01  3.352E+00
  1.125E+01  1.905E+00
  1.175E+01  1.091E+00
  1.225E+01  6.287E-01
  1.275E+01  3.635E-01
  1.325E+01  2.110E-01
  1.375E+01  1.224E-01
  1.425E+01  7.103E-02
  1.475E+01  4.133E-02
  1.525E+01  2.382E-02
