2.000E+00  8.491E+04  1.461E+04  9.952E+04
3.000E+00  1.124E+04  1.684E+03  1.292E+04
4.000E+00  2.438E+03  3.464E+02  2.784E+03
5.000E+00  7.146E+02  9.727E+01  8.118E+02
6.000E+00  2.556E+02  3.416E+01  2.897E+02
7.000E+00  1.048E+02  1.369E+01  1.185E+02
8.000E+00  4.753E+01  6.211E+00  5.374E+01
9.000E+00  2.330E+01  3.003E+00  2.630E+01
1.000E+01  1.216E+01  1.549E+00  1.371E+01
1.100E+01  6.681E+00  8.544E-01  7.535E+00
1.200E+01  3.816E+00  4.888E-01  4.304E+00
1.300E+01  2.260E+00  2.877E-01  2.548E+00
1.400E+01  1.378E+00  1.760E-01  1.555E+00
1.500E+01  8.617E-01  1.107E-01  9.724E-01
1.600E+01  5.511E-01  7.175E-02  6.228E-01
1.700E+01  3.582E-01  4.623E-02  4.044E-01
1.800E+01  2.371E-01  3.131E-02  2.684E-01
1.900E+01  1.592E-01  2.102E-02  1.802E-01
2.000E+01  1.085E-01  1.447E-02  1.229E-01
2.100E+01  7.457E-02  9.997E-03  8.456E-02
2.200E+01  5.185E-02  7.017E-03  5.887E-02
2.300E+01  3.641E-02  4.989E-03  4.140E-02
2.400E+01  2.577E-02  3.571E-03  2.934E-02
2.500E+01  1.839E-02  2.578E-03  2.096E-02

isocut r=0.5,f=0.1 in phenix acceptance (ppg60)
pT, direct, frag, total  (pb/GeV**2)

