  2.000000     0.6291563      1.108800    
  2.360000     0.5991399      1.038897    
  2.720000     0.5541654     0.9472069    
  3.080000     0.5454105     0.8993378    
  3.440000     0.5407721     0.8588244    
  3.800000     0.5373568     0.8169881    
  4.160000     0.5351075     0.7746274    
  4.520000     0.5350100     0.7357363    
  4.880000     0.5381870     0.7013436    
  5.240000     0.5421192     0.6714370    
  5.600000     0.5411369     0.6407231    
  5.960000     0.5421403     0.6176813    
  6.320000     0.5506437     0.6059175    
  6.680000     0.5533606     0.5950596    
  7.040000     0.5547882     0.5884903    
  7.400000     0.5547019     0.5835982    
  7.760000     0.5606454     0.5862576    
  8.120000     0.5607920     0.5843796    
  8.480000     0.5631735     0.5856670    
  8.840000     0.5664500     0.5879958    
  9.200000     0.5678391     0.5891173    
  9.560000     0.5682993     0.5883073    
  9.920000     0.5723945     0.5918943    
  10.28000     0.5710201     0.5901862    
  10.64000     0.5746966     0.5928978    
  11.00000     0.5764281     0.5936713    
  11.36000     0.5762569     0.5935092    
  11.72000     0.5802674     0.5961403    
  12.08000     0.5819862     0.5967414    
  12.44000     0.5803718     0.5942719    
  12.80000     0.5810925     0.5951195    
  13.16000     0.5839711     0.5969452    
  13.52000     0.5855415     0.5968897    
  13.88000     0.5830908     0.5940565    
  14.24000     0.5848598     0.5951288    
  14.60000     0.5845748     0.5940560    
  14.96000     0.5857025     0.5949318    
  15.32000     0.5855337     0.5937452    
  15.68000     0.5895153     0.5958784    
  16.04000     0.5879866     0.5941164    
  16.40000     0.5889915     0.5946113    
  16.76000     0.5865625     0.5915666    
  17.12000     0.5856185     0.5900977    
  17.48000     0.5895577     0.5925816    
  17.84000     0.5903823     0.5917606    
  18.20000     0.5900494     0.5901835    
  18.56000     0.5871021     0.5877060    
  18.92000     0.5870582     0.5861784    
  19.28000     0.5888132     0.5873235    
  19.64000     0.5883191     0.5866264    
  20.00000     0.5859534     0.5843167    
