  2.000000     0.5274717      1.233063    
  2.280000     0.4231296     0.9172933    
  2.560000     0.3929223     0.8090031    
  2.840000     0.3678758     0.7277990    
  3.120000     0.3611483     0.6771600    
  3.400000     0.3549798     0.6333384    
  3.680000     0.3435092     0.5918669    
  3.960000     0.3367504     0.5535057    
  4.240000     0.3349865     0.5171421    
  4.520000     0.3304677     0.4876728    
  4.800000     0.3267813     0.4564063    
  5.080000     0.3216161     0.4291668    
  5.360000     0.3272670     0.4138001    
  5.640000     0.3241796     0.3949474    
  5.920000     0.3264046     0.3818800    
  6.200000     0.3260502     0.3696308    
  6.480000     0.3224074     0.3591895    
  6.760000     0.3208142     0.3511215    
  7.040000     0.3253627     0.3509665    
  7.320000     0.3184735     0.3422029    
  7.600000     0.3263059     0.3463136    
  7.880000     0.3224574     0.3425188    
  8.160000     0.3255815     0.3436655    
  8.440000     0.3259814     0.3440108    
  8.720000     0.3270560     0.3441563    
  9.000000     0.3284612     0.3443522    
  9.280000     0.3205057     0.3377947    
  9.560000     0.3292019     0.3443286    
  9.840000     0.3307560     0.3460416    
  10.12000     0.3304047     0.3451848    
  10.40000     0.3288952     0.3433044    
  10.68000     0.3256317     0.3402275    
  10.96000     0.3244499     0.3389730    
  11.24000     0.3304734     0.3433905    
  11.52000     0.3298685     0.3432224    
  11.80000     0.3291596     0.3424979    
  12.08000     0.3283083     0.3407031    
  12.36000     0.3342454     0.3449232    
  12.64000     0.3317067     0.3426642    
  12.92000     0.3355441     0.3455635    
  13.20000     0.3281946     0.3394385    
  13.48000     0.3310935     0.3409649    
  13.76000     0.3340804     0.3427033    
  14.04000     0.3341913     0.3422751    
  14.32000     0.3352637     0.3430742    
  14.60000     0.3334542     0.3408740    
  14.88000     0.3352979     0.3427363    
  15.16000     0.3334843     0.3409309    
  15.44000     0.3341603     0.3408521    
  15.72000     0.3365217     0.3414199    
  16.00000     0.3372980     0.3417957    
