0 0 0  0 0 0      -0.09033    -0.17497    0.00     0.00180     0.00000    0.00000    0
0 0 0  1 0 0      -0.16188    -0.17947    0.00     0.00180     0.00000    0.00000    0
0 0 0  0 0 2      -0.13322    -0.11107   -0.00     0.00180     0.00000    0.00000    0
0 0 0  1 0 2      -0.17705    -0.10402   -0.00     0.00180     0.00000    0.00000    0
0 0 0  0 1 0      -0.14996     0.00007   -0.00     0.00180     0.00000    0.00000    0
0 0 0  1 1 0      -0.14999     0.00507   -0.00     0.00180     0.00000    0.00000    0
0 0 0  0 1 2      -0.14996     0.00007   -0.00     0.00180     0.00000    0.00000    0
0 0 0  1 1 2      -0.14999     0.00507   -0.00     0.00180     0.00000    0.00000    0
0 0 0  0 2 0      -0.28463     0.20197   -0.00     0.00180     0.00000    0.00000    0
0 0 0  1 2 0      -0.19714     0.24313   -0.00     0.00180     0.00000    0.00000    0
0 0 0  0 2 2      -0.15867     0.02037   -0.00     0.00180     0.00000    0.00000    0
0 0 0  1 2 2      -0.15026     0.02716   -0.00     0.00180     0.00000    0.00000    0
0 0 1  0 0 0      -0.27038     0.06679   -0.00     0.00340     0.00000    0.00000    0
0 0 1  1 0 0      -0.24170     0.06538   -0.00     0.00340     0.00000    0.00000    0
0 0 1  0 0 2      -0.28523     0.02621   -0.00     0.00340     0.00000    0.00000    0
0 0 1  1 0 2      -0.27095     0.03358   -0.00     0.00340     0.00000    0.00000    0
0 0 1  0 1 0      -0.28352    -0.01071   -0.00     0.00340     0.00000    0.00000    0
0 0 1  1 1 0      -0.28349    -0.00119   -0.00     0.00340     0.00000    0.00000    0
0 0 1  0 1 2      -0.28352    -0.01071   -0.00     0.00340     0.00000    0.00000    0
0 0 1  1 1 2      -0.28350    -0.00119   -0.00     0.00340     0.00000    0.00000    0
0 0 1  0 2 0      -0.33808     0.02551   -0.00     0.00340     0.00000    0.00000    0
0 0 1  1 2 0      -0.32005     0.05315   -0.00     0.00340     0.00000    0.00000    0
0 0 1  0 2 2      -0.30138     0.01620   -0.00     0.00340     0.00000    0.00000    0
0 0 1  1 2 2      -0.28970     0.03051   -0.00     0.00340     0.00000    0.00000    0
0 0 2  0 0 0       0.28653    -0.04441   -0.00    -0.00350     0.00000    0.00000    0
0 0 2  1 0 0       0.26975    -0.04876   -0.00    -0.00350     0.00000    0.00000    0
0 0 2  0 0 2       0.28169     0.02361   -0.00    -0.00350     0.00000    0.00000    0
0 0 2  1 0 2       0.29131     0.01593   -0.00    -0.00350     0.00000    0.00000    0
0 0 2  0 1 0       0.29179     0.00055   -0.00    -0.00350     0.00000    0.00000    0
0 0 2  1 1 0       0.29182    -0.00924   -0.00    -0.00350     0.00000    0.00000    0
0 0 2  0 1 2       0.29179     0.00055   -0.00    -0.00350     0.00000    0.00000    0
0 0 2  1 1 2       0.29182    -0.00924   -0.00    -0.00350     0.00000    0.00000    0
0 0 2  0 2 0       0.22255     0.18233   -0.00    -0.00350     0.00000    0.00000    0
0 0 2  1 2 0       0.29741     0.18520   -0.00    -0.00350     0.00000    0.00000    0
0 0 2  0 2 2       0.28660     0.05981   -0.00    -0.00350     0.00000    0.00000    0
0 0 2  1 2 2       0.30970     0.04750   -0.00    -0.00350     0.00000    0.00000    0
0 0 3  0 0 0       0.20743    -0.09346   -0.00    -0.00240     0.00000    0.00000    0
0 0 3  1 0 0       0.16800    -0.09524   -0.00    -0.00240     0.00000    0.00000    0
0 0 3  0 0 2       0.21083    -0.03323   -0.00    -0.00240     0.00000    0.00000    0
0 0 3  1 0 2       0.19418    -0.04090   -0.00    -0.00240     0.00000    0.00000    0
0 0 3  0 1 0       0.19990     0.00801   -0.00    -0.00240     0.00000    0.00000    0
0 0 3  1 1 0       0.19987     0.00138   -0.00    -0.00240     0.00000    0.00000    0
0 0 3  0 1 2       0.19990     0.00800   -0.00    -0.00240     0.00000    0.00000    0
0 0 3  1 1 2       0.19987     0.00137   -0.00    -0.00240     0.00000    0.00000    0
0 0 3  0 2 0       0.14314     0.15484   -0.00    -0.00240     0.00000    0.00000    0
0 0 3  1 2 0       0.20361     0.15875   -0.00    -0.00240     0.00000    0.00000    0
0 0 3  0 2 2       0.20333    -0.00083   -0.00    -0.00240     0.00000    0.00000    0
0 0 3  1 2 2       0.19966    -0.00810   -0.00    -0.00240     0.00000    0.00000    0
0 0 4  0 0 0       0.11081    -0.08817   -0.00    -0.00170     0.00000    0.00000    0
0 0 4  1 0 0       0.07938    -0.07437   -0.00    -0.00170     0.00000    0.00000    0
0 0 4  0 0 2       0.16038    -0.03674   -0.00    -0.00170     0.00000    0.00000    0
0 0 4  1 0 2       0.14486    -0.04583   -0.00    -0.00170     0.00000    0.00000    0
0 0 4  0 1 0       0.14157     0.00016   -0.00    -0.00170     0.00000    0.00000    0
0 0 4  1 1 0       0.14160    -0.00453   -0.00    -0.00170     0.00000    0.00000    0
0 0 4  0 1 2       0.14157     0.00016   -0.00    -0.00170     0.00000    0.00000    0
0 0 4  1 1 2       0.14160    -0.00453   -0.00    -0.00170     0.00000    0.00000    0
0 0 4  0 2 0       0.18414    -0.03076   -0.00    -0.00170     0.00000    0.00000    0
0 0 4  1 2 0       0.16909    -0.04939   -0.00    -0.00170     0.00000    0.00000    0
0 0 4  0 2 2       0.14825     0.04311   -0.00    -0.00170     0.00000    0.00000    0
0 0 4  1 2 2       0.16421     0.03258   -0.00    -0.00170     0.00000    0.00000    0
0 0 5  0 0 0       0.11621     0.25096    0.00    -0.00140     0.00000    0.00000    0
0 0 5  1 0 0       0.21050     0.22849    0.00    -0.00140     0.00000    0.00000    0
0 0 5  0 0 2       0.13426    -0.02385   -0.00    -0.00140     0.00000    0.00000    0
0 0 5  1 0 2       0.12200    -0.03230   -0.00    -0.00140     0.00000    0.00000    0
0 0 5  0 1 0       0.11657     0.00467    0.00    -0.00140     0.00000    0.00000    0
0 0 5  1 1 0       0.11658     0.00082    0.00    -0.00140     0.00000    0.00000    0
0 0 5  0 1 2       0.11657     0.00467    0.00    -0.00140     0.00000    0.00000    0
0 0 5  1 1 2       0.11658     0.00082    0.00    -0.00140     0.00000    0.00000    0
0 0 5  0 2 0       0.20499    -0.28472   -0.00    -0.00140     0.00000    0.00000    0
0 0 5  1 2 0       0.08752    -0.30039   -0.00    -0.00140     0.00000    0.00000    0
0 0 5  0 2 2       0.12251    -0.01674   -0.00    -0.00140     0.00000    0.00000    0
0 0 5  1 2 2       0.11386    -0.02124   -0.00    -0.00140     0.00000    0.00000    0
0 0 6  0 0 0      -0.28711     0.12275    0.00     0.00290     0.00000    0.00000    0
0 0 6  1 0 0      -0.23680     0.13889    0.00     0.00290     0.00000    0.00000    0
0 0 6  0 0 2      -0.23894     0.04768    0.00     0.00290     0.00000    0.00000    0
0 0 6  1 0 2      -0.22103     0.05110    0.00     0.00290     0.00000    0.00000    0
0 0 6  0 1 0      -0.24162     0.00023    0.00     0.00290     0.00000    0.00000    0
0 0 6  1 1 0      -0.24166     0.00829    0.00     0.00290     0.00000    0.00000    0
0 0 6  0 1 2      -0.24161     0.00024    0.00     0.00290     0.00000    0.00000    0
0 0 6  1 1 2      -0.24165     0.00829    0.00     0.00290     0.00000    0.00000    0
0 0 6  0 2 0      -0.27537     0.09161    0.00     0.00290     0.00000    0.00000    0
0 0 6  1 2 0      -0.23787     0.10563    0.00     0.00290     0.00000    0.00000    0
0 0 6  0 2 2      -0.26707    -0.01643    0.00     0.00290     0.00000    0.00000    0
0 0 6  1 2 2      -0.27155     0.00263    0.00     0.00290     0.00000    0.00000    0
0 0 7  0 0 0      -0.16325     0.02558   -0.00     0.00200     0.00000    0.00000    0
0 0 7  1 0 0      -0.15126     0.02740   -0.00     0.00200     0.00000    0.00000    0
0 0 7  0 0 2      -0.13819    -0.06507   -0.00     0.00200     0.00000    0.00000    0
0 0 7  1 0 2      -0.16280    -0.06594   -0.00     0.00200     0.00000    0.00000    0
0 0 7  0 1 0      -0.16662    -0.00636   -0.00     0.00200     0.00000    0.00000    0
0 0 7  1 1 0      -0.16660    -0.00082   -0.00     0.00200     0.00000    0.00000    0
0 0 7  0 1 2      -0.16662    -0.00636   -0.00     0.00200     0.00000    0.00000    0
0 0 7  1 1 2      -0.16660    -0.00082   -0.00     0.00200     0.00000    0.00000    0
0 0 7  0 2 0      -0.18682    -0.04048   -0.00     0.00200     0.00000    0.00000    0
0 0 7  1 2 0      -0.19832    -0.02462   -0.00     0.00200     0.00000    0.00000    0
0 0 7  0 2 2      -0.15259    -0.01994   -0.00     0.00200     0.00000    0.00000    0
0 0 7  1 2 2      -0.15884    -0.01874   -0.00     0.00200     0.00000    0.00000    0
0 1 0  0 0 0      -0.23927    -0.00347   -0.00     0.00180     0.00000    0.00000    0
0 1 0  1 0 0      -0.23898     0.00355   -0.00     0.00180     0.00000    0.00000    0
0 1 0  0 0 2      -0.23927    -0.00347   -0.00     0.00180     0.00000    0.00000    0
0 1 0  1 0 2      -0.23898     0.00355   -0.00     0.00180     0.00000    0.00000    0
0 1 0  0 1 0      -0.22044     0.00594   -0.00     0.00180     0.00000    0.00000    0
0 1 0  1 1 0      -0.21799     0.00504   -0.00     0.00180     0.00000    0.00000    0
