0 3.22072 45.4177 0 11.303 50.8178 0
1 -1.55448 43.4416 0 10.7417 51.656 0
2 -6.32714 41.463 0 10.1829 52.4942 0
3 -11.0998 39.4868 0 9.62152 53.3324 0
4 -15.875 37.5082 0 9.06272 54.1706 0
5 -20.6477 35.5321 0 8.50138 55.0088 0
6 -25.4203 33.5559 0 7.94258 55.847 0
7 -30.1955 31.5773 0 7.38378 56.6852 0
8 -34.9682 29.6012 0 6.82244 57.5234 0
9 -39.7408 27.6225 0 6.26364 58.3616 0
10 -44.516 25.6464 0 5.7023 59.1998 0
11 -49.2887 23.6677 0 5.1435 60.038 0
12 -54.0614 21.6916 0 4.58216 60.8762 0
13 -58.8366 19.7129 0 4.02336 61.7144 0
14 -63.6092 17.7368 0 3.46202 62.5526 0
15 -68.3819 15.7582 0 2.90322 63.3908 0
16 -73.1571 13.782 0 2.34188 64.229 0
17 -77.9297 11.8059 0 1.78308 65.0672 0
18 -82.7024 9.82726 0 1.22174 65.9054 0
19 -85.4481 9.20496 0 0.66294 66.7436 0
20 -86.0095 10.0432 0 0.1016 67.5818 0
21 -86.5683 10.8814 0 -0.4572 68.42 0
22 -87.1296 11.7196 0 -1.01854 69.2582 0
23 -87.6884 12.5578 0 -1.57734 70.0964 0
24 -88.2498 13.396 0 -2.13868 70.9346 0
25 -88.8086 14.2342 0 -2.69748 71.7728 0
26 -89.3674 15.0724 0 -3.25882 72.611 0
27 -89.9287 15.9106 0 -3.81762 73.4492 0
28 -90.4875 16.7488 0 -4.37896 74.2874 0
29 -91.0488 17.587 0 -4.93776 75.123 0
30 -91.6076 18.4252 0 -5.49656 75.9612 0
31 -89.855 20.8077 0 -6.0579 76.7994 0
32 -86.2025 24.4627 0 -6.6167 77.6376 0
33 -82.5475 28.1153 0 -7.17804 78.4758 0
34 -78.8949 31.7703 0 -7.73684 79.314 0
35 -75.2424 35.4228 0 -8.29818 80.1522 0
36 -71.5874 39.0754 0 -8.85698 80.9904 0
37 -67.9348 42.7304 0 -9.41832 81.8286 0
38 -64.2823 46.3829 0 -9.97712 82.6668 0
39 -60.6273 50.0355 0 -10.5385 83.505 0
40 -56.9747 53.6905 0 -11.0973 84.3432 0
41 -53.3197 57.343 0 -11.6586 85.1814 0
42 -49.6672 60.9981 0 -12.2174 86.0196 0
43 -46.0146 64.6506 0 -12.7787 86.8578 0
44 -42.3596 68.3031 0 -13.3375 87.696 0
45 -38.7071 71.9582 0 -13.8989 88.5342 0
46 -35.052 75.6107 0 -14.4577 89.3724 0
47 -31.3995 79.2658 0 -15.019 90.2106 0
48 -27.747 82.9183 0 -15.5778 91.0488 0
49 -24.0919 86.5708 0 -16.1392 91.887 0
