-91.8251 -12.7 -5.09676 -12.7 -111.997 -114.3 -41.1975 -194.31 0
-91.868 -12.7 -5.26567 -12.7 -112.004 -114.3 -41.307 -194.31 0
-91.7791 -12.7 -5.10794 -12.7 -112.009 -114.3 -41.2834 -194.31 0
-91.7103 -12.7 -5.11277 -12.7 -111.857 -114.3 -41.1577 -194.31 0
-91.898 -12.7 -5.27533 -12.7 -112.089 -114.3 -41.3708 -194.31 0
-91.838 -12.7 -5.223 -12.7 -112.006 -114.3 -41.2653 -194.31 0
-91.7738 -12.7 -5.15137 -12.7 -111.998 -114.3 -41.2618 -194.31 0
-91.9244 -12.7 -5.31419 -12.7 -112.096 -114.3 -41.3255 -194.31 0
-91.9244 -12.7 -5.31419 -12.7 -112.096 -114.3 -41.3255 -194.31 0
-91.9244 -12.7 -5.31419 -12.7 -112.096 -114.3 -41.3255 -194.31 0
-91.9244 -12.7 -5.31419 -12.7 -112.096 -114.3 -41.3255 -194.31 0
line1x   line1y line2x  line2y line1x   line1y line2x  line2y
