-82.7908 -12.7 -70.3148 -12.7 -82.8487 -194.539 -70.3146 -194.31 0
-82.8949 -12.7 -70.2854 -12.7 -82.9663 -194.31 -70.2932 -194.31 0
-82.7913 -12.7 -70.3087 -12.7 -82.7537 -194.31 -70.2996 -194.31 0
-82.7471 -12.7 -70.2892 -12.7 -82.8319 -194.31 -70.3395 -194.31 0
-82.8459 -12.7 -70.3257 -12.7 -82.9165 -194.31 -70.342 -194.31 0
-82.9645 -12.7 -70.4342 -12.7 -82.9036 -194.31 -70.3844 -194.31 0
-82.9183 -12.7 -70.4456 -12.7 -82.945 -194.31 -70.4215 -194.31 0
-82.949 -12.7 -70.3425 -12.7 -82.8345 -194.31 -70.1919 -194.31 0
-82.949 -12.7 -70.3425 -12.7 -82.8345 -194.31 -70.1919 -194.31 0
-82.949 -12.7 -70.3425 -12.7 -82.8345 -194.31 -70.1919 -194.31 0
-82.949 -12.7 -70.3425 -12.7 -82.8345 -194.31 -70.1919 -194.31 0
line1x   line1y line2x  line2y line1x   line1y line2x  line2y
