3pin189  1339.62  -517.73 -4631.0
3pin188  1942.5   -766.8  -4630.81
3pin185  3178.17  -761.32 -4630.43	
3pin184  3287.35  -211.99 -4630.42
3pin193  1339.5    518.15 -4631.06
3pin194  1942.1    767.8  -4630.88
3pin182  3177.74   762.21 -4630.5
3pin183	 3287.24   213.02 -4630.44	

3pin159 1313.23   581.34 -4631.12
3pin158 1915.97   831.03 -4630.76
3pin155 2785.49  1709.15 -4630.32
3pin154 2474.21  2174.71 -4630.58 	
3pin163  581.05  1313.38 -4631.69
3pin164  830.62  1916.56 -4631.61
3pin152 1708.2   2785.93 -4631.17
3pin153 2173.91  2474.76 -4630.82			        

3pin129  517.53  1339.85 -4631.18
3pin128  767.21  1942.71 -4631.31
3pin125  761.3   3178.10 -4631.59
3pin124  211.87  3287.11 -4631.62	
3pin133 -517.81  1339.68 -4631.2
3pin134 -767.8   1942.34 -4631.34
3pin122 -762.08  3178.02 -4631.61
3pin123 -212.83  3287.06 -4631.63				

3pin99    -581.11  1313.59 -4630.94
3pin98    -830.91  1916.3  -4630.99
3pin95   -1709.06  2785.43 -4631.27
3pin94   -2174.48  2474.2  -4631.48
3pin103  -1313.51   580.91 -4631.29	
3pin104  -1916.51   830.77 -4631.51
3pin92   -2785.98  1708.41 -4631.79
3pin93   -2474.83  2173.9  -4631.63                              

3pin69  -1339.59  517.71 -4631.19
3pin68  -1942.52  767.17 -4631.09
3pin65  -3178.07  761.43 -4631.09
3pin64  -3287.27  212.05 -4631.27	
3pin73  -1339.64 -517.65 -4631.54
3pin74  -1942.13 -767.55 -4631.62
3pin62  -3178.07 -762.09 -4631.61
3pin63 	-3287.1 -212.87  -4631.42			     

3pin39  -1313.6  -581.22  -4631.07
3pin38  -1916.06  -830.86 -4631.08
3pin35  -2785.55 -1708.61 -4631.1
3pin34  -2474.18 -2174.52 -4631.08
3pin43  -581.07 -1313.44  -4631.03
3pin44  -830.45 -1916.24  -4631.02
3pin32  -1708.17 -2785.83 -4631.04
3pin33 	-2173.8 -2474.62  -4631.06			  

3pin9   -517.27 -1340.2  -4631.0
3pin8   -766.96  1942.68 -4631.05
3pin5   -760.95 -3177.35 -4631.15
3pin4   -211.84 -3286.43 -4631.15
3pin13   517.47 -1340.01 -4630.99
3pin14   767.25 -1942.42 -4631.03
3pin2    761.79 -3177.36 -4631.13
3pin3 	 212.7  -3286.45 -4631.15			   

3pin209  581.1  -1313.21 -4630.83
3pin208  830.95 -1915.88 -4630.59
3pin205 1709.12 -2785.61 -4630.17
3pin204 2174.42 -2474.31 -4630.23	
3pin214 1313.15  -580.78 -4631.01
3pin215 1916.630 -830.4  -4630.85
3pin202 2785.9  -1708.05 -4630.44
3pin203 2474.76 -2173.76 -4630.31			
