55.9991 121.005 -24.6377 185.01 -11.891 30.6685 30.5455 46.6809 46.5742
0 0 0 0 0 183.183 21.1684 137.765 21.1795
55.9961 121.006 -24.636 185.015 -11.9024 30.6936 30.6951 46.6984 46.7078
0 0 0 0 0 182.644 21.4709 135.293 21.492
56.009 121.001 -24.6179 185.014 -11.8882 30.6799 30.6405 46.6971 46.6659
0 0 0 0 0 191.76 14.3434 132.459 14.3548
56.0014 121.002 -24.636 184.995 -11.8991 30.6644 30.6172 46.6613 46.6308
0 0 0 0 0 183.365 16.5844 125.723 16.6032
56.0007 121.014 -24.619 185.009 -11.8679 30.6756 30.6103 46.6644 46.6207
0 0 0 0 0 183.015 17.239 124.816 17.257
56.0047 120.998 -24.6375 184.998 -11.8953 30.6852 30.6593 46.69 46.6623
0 0 0 0 0 192.239 13.6248 10.16 -24.3992
56.0029 121.004 -24.639 185.013 -11.8991 30.6093 30.5869 46.6143 46.594
0 0 0 0 0 192.543 18.8303 133.564 18.8359
56.0042 121.003 -24.6309 185.012 -11.8836 30.7076 30.6685 46.7012 46.6964
0 0 0 0 0 185.878 17.19 132.02 17.1958
1(x)   2(y)    3(x)     4(y)     5(x)    6(x)   7(x)   8(x)   9(x)
                 6(y)   7(y)   8(y)   9(y)
