3NPIN202 1360.615	-526.788	6134.408 
3NPIN204 2566.602	-1025.55	6134.692 
3NPIN192 4209.556	-1018.332	6135.233 
3NPIN193 4365.342	-233.894	6135.866 
3NPIN200 1359.655	526.472		6135.559
3NPIN198 2565.428	1026.416	6137.122 
3NPIN195 4208.395	1020.957	6138.293 
3NPIN194 4364.938	236.207		6136.612 

3NPIN133 1333.056	591.89		6135.426
3NPIN134 2538.775	1091.306	6134.713
3NPIN122 3696.3		2257.983	6137.592
3NPIN123 3251.912	2923.07		6138.494
3NPIN129 587.992	1336.561	6136.65	
3NPIN128 1087.894	2542.573	6135.732
3NPIN125 2254.364	3699.819	6137.892
3NPIN124 2919.419	3255.071	6138.657

3NPIN72 524.204		1363.512	6135.544	
3NPIN74 1023.716	2568.814	6137.94	
3NPIN62 1017.024	4211.918	6138.058
3NPIN63 232.543		4368.11		6137.471
3NPIN70 -528.943	1363.292	6134.36 
3NPIN68 -1028.303	2568.766	6137.183 
3NPIN65 -1022.045	4211.698	6137.676 
3NPIN64 -237.708	4367.822	6137.272 

3NPIN13 -593.507	1337.029	6134.742 
3NPIN14 -1093.166	2542.598	6135.822	 
3NPIN2  -2259.533	3699.785	6137.201	
3NPIN3  -2924.719	3255.439	6136.021	
3NPIN9  -1337.976 	591.859 	6133.901
3NPIN8  -2543.950 	1091.254 	6134.516 
3NPIN5  -3701.348	2257.461	6134.85 
3NPIN4  -3257.116	2922.521	6135.599	 

3NPIN102 -1364.289	527.336		6133.886
3NPIN104 -2570.037	1027.114	6134.682
3NPIN92 -4213.436	1020.477	6133.69	 
3NPIN93 -4369.331	236.116		6131.907	 
3NPIN100 -1364.162	-525.906	6132.763 
3NPIN98  -2569.772	-1025.238	6132.265	
3NPIN95  -4213.131	-1018.713	6131.044
3NPIN94  -4369.438	-234.107	6131.238

3NPIN43 -1338.851	-590.163	6132.784 
3NPIN44 -2544.327	-1089.533	6134.137 
3NPIN32 -3701.102	-2255.765	6131.455 
3NPIN33 -3256.789	-2920.934	6130.476	
3NPIN39 -593.669	-1334.336	6132.941
3NPIN38 -1092.97	-2540.2		6131.145 
3NPIN35 -2259.015	-3697.53	6129.881 
3NPIN34 -2924.433	-3253.119	6129.733 

3NPIN162 -529.625	-1361.414	6134.436 
3NPIN164 -1029.079	-2567.267	6130.767 
3NPIN152 -1022.736	-4210.018	6130.784 
3NPIN153 -238.42	-4365.97	6130.55	
3NPIN160 523.488	-1361.095	6135  
3NPIN158 1022.86	-2567.133	6132.276  
3NPIN155 1016.374	-4210.084	6130.775  
3NPIN154 231.644	-4366.092	6130.732  

3NPIN233 587.404	-1334.635	6134.058
3NPIN234 1086.84	-2540.454	6131.824	
3NPIN222 2253.042	-3697.878	6132.436
3NPIN223 2918.312	-3253.482	6132.513	
3NPIN229 1332.251	-589.527	6134.905	 
3NPIN228 2537.876	-1089.339	6134.481 
3NPIN225 3695.023	-2255.853	6134.233	
3NPIN224 3250.442	-2920.914	6133.557
