0	0	346973	349680	0.00117673	0.00154275	0.00135974	3.6602e-05
0	1	346973	349680	0.00121346	0.00161476	0.00141411	4.01303e-05
0	2	346973	346983	0.00101643	0.00179617	0.0014063	7.7974e-05
0	2	346984	347128	0.00107997	0.0013807	0.00123034	3.00725e-05
0	2	347129	349680	0.00126111	0.00161639	0.00143875	3.55289e-05
0	3	346973	349680	0.00104872	0.00139067	0.0012197	3.41952e-05
0	4	346973	349680	0.00106356	0.00145781	0.00126068	3.94256e-05
0	5	346973	349680	0.000629898	0.00178598	0.00120794	0.000115608
0	6	346973	349680	0.00124452	0.00178536	0.00151494	5.40842e-05
0	7	346973	349680	0.00119264	0.00170127	0.00144695	5.08624e-05
1	0	346973	349160	0.00123783	0.00166841	0.00145312	4.30572e-05
1	0	349161	349680	0	0	0	0
1	1	346973	349680	0.00117153	0.00163351	0.00140252	4.61978e-05
1	2	346973	349680	0.0012167	0.00161351	0.00141511	3.96809e-05
1	3	346973	349680	0.00136993	0.00186975	0.00161984	4.99826e-05
1	4	346973	349680	0.000887574	0.00140868	0.00114813	5.21107e-05
1	5	346973	349680	0.00078486	0.00132472	0.00105479	5.39856e-05
1	6	346973	349680	0	0	0	0
1	7	346973	349680	0.000615359	0.000964506	0.000789933	3.49147e-05
2	0	346973	346983	0.00111014	0.00137639	0.00124327	2.66249e-05
2	0	346984	347128	0.000787785	0.00146008	0.00112393	6.72298e-05
2	0	347129	349680	0.00103317	0.00146431	0.00124874	4.3114e-05
2	1	346973	349680	0.00102629	0.00164292	0.0013346	6.16624e-05
2	2	346973	349680	0.000855972	0.00132662	0.0010913	4.70652e-05
2	3	346973	349680	0	0	0	0
2	4	346973	349680	0.000774355	0.00122754	0.00100095	4.53182e-05
2	5	346973	349680	0	0	0	0
2	6	346973	346983	0.00112877	0.00129744	0.0012131	1.6867e-05
2	6	346984	347128	0.00067388	0.00145519	0.00106454	7.81309e-05
2	6	347129	349680	0.000979351	0.00144938	0.00121437	4.70034e-05
2	7	346973	349680	0.000355895	0.000692286	0.000524091	3.36391e-05
